"drug","target"
"DB01118","BE0002396"
"DB01147","BE0000576"
"DB01147","BE0004644"
"DB01147","BE0001358"
"DB01147","BE0000142"
"DB01147","BE0002475"
"DB01147","BE0004647"
"DB01158","BE0000732"
"DB01163","BE0003579"
"DB01163","BE0003624"
"DB01163","BE0004335"
"DB01163","BE0004643"
"DB01163","BE0004644"
"DB01163","BE0004290"
"DB01182","BE0000090"
"DB01182","BE0000197"
"DB01184","BE0000756"
"DB01184","BE0000581"
"DB01198","BE0000736"
"DB01198","BE0000381"
"DB01198","BE0000471"
"DB01198","BE0000523"
"DB01198","BE0000795"
"DB01218","BE0000090"
"DB01218","BE0001694"
"DB01255","BE0000575"
"DB01255","BE0000647"
"DB01394","BE0000026"
"DB01394","BE0000143"
"DB01576","BE0000118"
"DB01576","BE0000486"
"DB01576","BE0000501"
"DB01576","BE0000575"
"DB01576","BE0000647"
"DB01576","BE0001044"
"DB01579","BE0000486"
"DB01579","BE0000501"
"DB01579","BE0000575"
"DB01602","BE0000576"
"DB01603","BE0003624"
"DB01603","BE0004335"
"DB01603","BE0004643"
"DB01603","BE0004644"
"DB01603","BE0003618"
"DB01603","BE0004290"
"DB01604","BE0000576"
"DB01605","BE0000576"
"DB01607","BE0003577"
"DB03880","BE0001198"
"DB03880","BE0001182"
"DB03880","BE0001637"
"DB03880","BE0003872"
"DB03880","BE0003730"
"DB04884","BE0000533"
"DB04884","BE0000291"
"DB04884","BE0000797"
"DB06212","BE0000165"
"DB06212","BE0000293"
"DB06218","BE0001143"
"DB06218","BE0000177"
"DB06218","BE0002082"
"DB06237","BE0000182"
"DB06290","BE0004004"
"DB06616","BE0000014"
"DB06616","BE0000838"
"DB06616","BE0001072"
"DB06616","BE0001424"
"DB06616","BE0000870"
"DB06616","BE0004315"
"DB06616","BE0004384"
"DB06616","BE0004743"
"DB06616","BE0004744"
"DB06616","BE0004745"
"DB06817","BE0004855"
"DB08795","BE0003624"
"DB08795","BE0004335"
"DB08795","BE0004643"
"DB08795","BE0004644"
"DB08795","BE0004290"
"DB08820","BE0001195"
"DB08827","BE0000232"
"DB08933","BE0000233"
"DB00142","BE0000403"
"DB00142","BE0002240"
"DB00142","BE0000003"
"DB00142","BE0000030"
"DB00142","BE0000219"
"DB00142","BE0000253"
"DB00142","BE0000321"
"DB00142","BE0000378"
"DB00142","BE0000383"
"DB00142","BE0000517"
"DB00142","BE0000529"
"DB00142","BE0000568"
"DB00142","BE0000603"
"DB00142","BE0000667"
"DB00142","BE0000692"
"DB00142","BE0000721"
"DB00142","BE0000727"
"DB00142","BE0000822"
"DB00142","BE0000825"
"DB00142","BE0001054"
"DB00142","BE0002152"
"DB00142","BE0002162"
"DB00142","BE0002166"
"DB00142","BE0002235"
"DB00142","BE0002237"
"DB00142","BE0002244"
"DB00142","BE0000073"
"DB00142","BE0000166"
"DB00142","BE0000180"
"DB00142","BE0000188"
"DB00142","BE0000346"
"DB00142","BE0000365"
"DB00142","BE0000396"
"DB00142","BE0000417"
"DB00142","BE0000454"
"DB00142","BE0000534"
"DB00142","BE0000602"
"DB00142","BE0000606"
"DB00142","BE0000640"
"DB00142","BE0000641"
"DB00142","BE0000700"
"DB00142","BE0000755"
"DB00142","BE0000760"
"DB00142","BE0000823"
"DB00142","BE0000824"
"DB00142","BE0000826"
"DB00142","BE0000827"
"DB00142","BE0000828"
"DB00142","BE0000829"
"DB00142","BE0000830"
"DB00142","BE0000831"
"DB00142","BE0000832"
"DB00142","BE0000833"
"DB00142","BE0000834"
"DB00142","BE0000835"
"DB00142","BE0000884"
"DB00142","BE0001115"
"DB00142","BE0002267"
"DB00142","BE0002268"
"DB00142","BE0002269"
"DB00142","BE0002270"
"DB00142","BE0002271"
"DB00142","BE0002272"
"DB00142","BE0002273"
"DB00142","BE0002274"
"DB00142","BE0002275"
"DB00142","BE0002276"
"DB00142","BE0002277"
"DB00142","BE0002278"
"DB00142","BE0004640"
"DB00143","BE0000185"
"DB00143","BE0000648"
"DB00143","BE0000807"
"DB00143","BE0000808"
"DB00143","BE0000809"
"DB00143","BE0000810"
"DB00143","BE0000811"
"DB00143","BE0000812"
"DB00143","BE0000813"
"DB00143","BE0000814"
"DB00143","BE0000815"
"DB00143","BE0000816"
"DB00143","BE0000817"
"DB00143","BE0000818"
"DB00143","BE0000819"
"DB00143","BE0000820"
"DB00143","BE0000821"
"DB00143","BE0000889"
"DB00143","BE0000962"
"DB00143","BE0001117"
"DB00143","BE0001135"
"DB00143","BE0001167"
"DB00143","BE0001189"
"DB00143","BE0001825"
"DB00143","BE0002189"
"DB00143","BE0002279"
"DB00143","BE0002280"
"DB00143","BE0002281"
"DB00143","BE0002282"
"DB00143","BE0002283"
"DB00143","BE0002284"
"DB00143","BE0002285"
"DB00143","BE0002286"
"DB00143","BE0002287"
"DB00143","BE0002288"
"DB00143","BE0002289"
"DB00143","BE0002290"
"DB00143","BE0002291"
"DB00143","BE0002292"
"DB00144","BE0000189"
"DB00144","BE0000673"
"DB00144","BE0001001"
"DB00144","BE0001099"
"DB00144","BE0001132"
"DB00144","BE0002296"
"DB00144","BE0002297"
"DB00144","BE0002299"
"DB00144","BE0002300"
"DB00144","BE0002301"
"DB00145","BE0000102"
"DB00145","BE0000292"
"DB00145","BE0000316"
"DB00145","BE0000331"
"DB00145","BE0000347"
"DB00145","BE0000372"
"DB00145","BE0000409"
"DB00145","BE0000518"
"DB00145","BE0000618"
"DB00145","BE0002154"
"DB00145","BE0000055"
"DB00145","BE0000185"
"DB00145","BE0000414"
"DB00145","BE0000433"
"DB00145","BE0000454"
"DB00145","BE0000534"
"DB00145","BE0000536"
"DB00145","BE0000745"
"DB00145","BE0000760"
"DB00145","BE0000898"
"DB00145","BE0000940"
"DB00145","BE0000998"
"DB00145","BE0002302"
"DB00145","BE0002303"
"DB00145","BE0002304"
"DB00145","BE0002305"
"DB00145","BE0002306"
"DB00145","BE0002307"
"DB00145","BE0002308"
"DB00145","BE0002309"
"DB00145","BE0002310"
"DB00146","BE0000779"
"DB00147","BE0000042"
"DB00148","BE0000082"
"DB00148","BE0000171"
"DB00148","BE0000375"
"DB00148","BE0000410"
"DB00148","BE0000567"
"DB00148","BE0000714"
"DB00149","BE0000517"
"DB00149","BE0000721"
"DB00149","BE0000204"
"DB00149","BE0000450"
"DB00149","BE0000613"
"DB00149","BE0000769"
"DB00150","BE0000228"
"DB00150","BE0001343"
"DB00150","BE0002311"
"DB00151","BE0000079"
"DB00151","BE0000151"
"DB00151","BE0000323"
"DB00151","BE0000529"
"DB00151","BE0000791"
"DB00151","BE0000153"
"DB00151","BE0000166"
"DB00151","BE0000185"
"DB00151","BE0000569"
"DB00151","BE0000606"
"DB00151","BE0000701"
"DB00151","BE0000963"
"DB00151","BE0001145"
"DB00151","BE0002312"
"DB00152","BE0000157"
"DB00152","BE0003530"
"DB00153","BE0000779"
"DB00154","BE0000017"
"DB00154","BE0000262"
"DB00155","BE0000005"
"DB00155","BE0000263"
"DB00155","BE0000306"
"DB00155","BE0000671"
"DB00155","BE0000067"
"DB00155","BE0000608"
"DB00155","BE0000766"
"DB00155","BE0001092"
"DB00155","BE0002313"
"DB00155","BE0002314"
"DB00155","BE0002315"
"DB00155","BE0002316"
"DB00156","BE0000482"
"DB00156","BE0000234"
"DB00156","BE0002317"
"DB00157","BE0000421"
"DB00157","BE0000010"
"DB00157","BE0000098"
"DB00157","BE0000152"
"DB00157","BE0000268"
"DB00157","BE0000595"
"DB00157","BE0000617"
"DB00157","BE0000006"
"DB00157","BE0000008"
"DB00157","BE0000009"
"DB00157","BE0000011"
"DB00157","BE0000027"
"DB00157","BE0000031"
"DB00157","BE0000037"
"DB00157","BE0000044"
"DB00157","BE0000051"
"DB00157","BE0000059"
"DB00157","BE0000065"
"DB00157","BE0000068"
"DB00157","BE0000073"
"DB00157","BE0000081"
"DB00157","BE0000089"
"DB00157","BE0000093"
"DB00157","BE0000096"
"DB00157","BE0000100"
"DB00157","BE0000126"
"DB00157","BE0000128"
"DB00157","BE0000131"
"DB00157","BE0000133"
"DB00157","BE0000135"
"DB00157","BE0000137"
"DB00157","BE0000148"
"DB00157","BE0000149"
"DB00157","BE0000160"
"DB00157","BE0000161"
"DB00157","BE0000162"
"DB00157","BE0000169"
"DB00157","BE0000173"
"DB00157","BE0000175"
"DB00157","BE0000180"
"DB00157","BE0000184"
"DB00157","BE0000191"
"DB00157","BE0000193"
"DB00157","BE0000194"
"DB00157","BE0000196"
"DB00157","BE0000208"
"DB00157","BE0000213"
"DB00157","BE0000220"
"DB00157","BE0000224"
"DB00157","BE0000225"
"DB00157","BE0000227"
"DB00157","BE0000231"
"DB00157","BE0000243"
"DB00157","BE0000244"
"DB00157","BE0000245"
"DB00157","BE0000252"
"DB00157","BE0000260"
"DB00157","BE0000272"
"DB00157","BE0000284"
"DB00157","BE0000287"
"DB00157","BE0000295"
"DB00157","BE0000297"
"DB00157","BE0000299"
"DB00157","BE0000305"
"DB00157","BE0000307"
"DB00157","BE0000313"
"DB00157","BE0000317"
"DB00157","BE0000319"
"DB00157","BE0000328"
"DB00157","BE0000329"
"DB00157","BE0000330"
"DB00157","BE0000336"
"DB00157","BE0000338"
"DB00157","BE0000344"
"DB00157","BE0000348"
"DB00157","BE0000357"
"DB00157","BE0000360"
"DB00157","BE0000367"
"DB00157","BE0000376"
"DB00157","BE0000377"
"DB00157","BE0000400"
"DB00157","BE0000401"
"DB00157","BE0000408"
"DB00157","BE0000425"
"DB00157","BE0000427"
"DB00157","BE0000438"
"DB00157","BE0000446"
"DB00157","BE0000465"
"DB00157","BE0000473"
"DB00157","BE0000479"
"DB00157","BE0000485"
"DB00157","BE0000493"
"DB00157","BE0000500"
"DB00157","BE0000503"
"DB00157","BE0000512"
"DB00157","BE0000513"
"DB00157","BE0000522"
"DB00157","BE0000525"
"DB00157","BE0000540"
"DB00157","BE0000541"
"DB00157","BE0000542"
"DB00157","BE0000545"
"DB00157","BE0000550"
"DB00157","BE0000551"
"DB00157","BE0000552"
"DB00157","BE0000554"
"DB00157","BE0000559"
"DB00157","BE0000569"
"DB00157","BE0000570"
"DB00157","BE0000571"
"DB00157","BE0000574"
"DB00157","BE0000578"
"DB00157","BE0000580"
"DB00157","BE0000583"
"DB00157","BE0000586"
"DB00157","BE0000587"
"DB00157","BE0000589"
"DB00157","BE0000592"
"DB00157","BE0000596"
"DB00157","BE0000600"
"DB00157","BE0000604"
"DB00157","BE0000609"
"DB00157","BE0000622"
"DB00157","BE0000645"
"DB00157","BE0000648"
"DB00157","BE0000655"
"DB00157","BE0000662"
"DB00157","BE0000676"
"DB00157","BE0000684"
"DB00157","BE0000718"
"DB00157","BE0000720"
"DB00157","BE0000722"
"DB00157","BE0000728"
"DB00157","BE0000729"
"DB00157","BE0000735"
"DB00157","BE0000737"
"DB00157","BE0000741"
"DB00157","BE0000747"
"DB00157","BE0000754"
"DB00157","BE0000755"
"DB00157","BE0000761"
"DB00157","BE0000762"
"DB00157","BE0000771"
"DB00157","BE0000780"
"DB00158","BE0000271"
"DB00158","BE0000652"
"DB00160","BE0000102"
"DB00160","BE0000151"
"DB00160","BE0000253"
"DB00160","BE0000316"
"DB00160","BE0000392"
"DB00160","BE0000667"
"DB00160","BE0000789"
"DB00160","BE0002164"
"DB00160","BE0002166"
"DB00160","BE0000294"
"DB00160","BE0000480"
"DB00160","BE0000536"
"DB00160","BE0002318"
"DB00161","BE0000517"
"DB00161","BE0000544"
"DB00161","BE0000223"
"DB00162","BE0000032"
"DB00162","BE0000255"
"DB00162","BE0000301"
"DB00162","BE0000513"
"DB00162","BE0000554"
"DB00162","BE0000570"
"DB00162","BE0000583"
"DB00162","BE0000593"
"DB00162","BE0000726"
"DB00162","BE0000786"
"DB00162","BE0000900"
"DB00162","BE0002319"
"DB00162","BE0002320"
"DB00162","BE0002321"
"DB00162","BE0002322"
"DB00162","BE0002323"
"DB00165","BE0000042"
"DB00166","BE0000094"
"DB00166","BE0000040"
"DB00166","BE0002327"
"DB00167","BE0000517"
"DB00167","BE0000721"
"DB00167","BE0000491"
"DB00167","BE0000573"
"DB00167","BE0002328"
"DB00168","BE0001023"
"DB00168","BE0000395"
"DB00169","BE0000779"
"DB00170","BE0000048"
"DB00170","BE0000216"
"DB00170","BE0000333"
"DB00170","BE0000364"
"DB00170","BE0000380"
"DB00170","BE0000403"
"DB00170","BE0000943"
"DB00170","BE0000220"
"DB00170","BE0000547"
"DB00170","BE0000713"
"DB00170","BE0000724"
"DB00170","BE0001184"
"DB00170","BE0002329"
"DB00171","BE0001032"
"DB00171","BE0001069"
"DB00171","BE0000219"
"DB00171","BE0000269"
"DB00171","BE0000350"
"DB00171","BE0000639"
"DB00171","BE0000671"
"DB00171","BE0000677"
"DB00171","BE0000703"
"DB00171","BE0000746"
"DB00171","BE0000014"
"DB00171","BE0000018"
"DB00171","BE0000119"
"DB00171","BE0000139"
"DB00171","BE0000202"
"DB00171","BE0000207"
"DB00171","BE0000261"
"DB00171","BE0000264"
"DB00171","BE0000310"
"DB00171","BE0000341"
"DB00171","BE0000359"
"DB00171","BE0000428"
"DB00171","BE0000434"
"DB00171","BE0000435"
"DB00171","BE0000437"
"DB00171","BE0000459"
"DB00171","BE0000469"
"DB00171","BE0000599"
"DB00171","BE0000665"
"DB00171","BE0000675"
"DB00171","BE0000750"
"DB00171","BE0000772"
"DB00171","BE0001168"
"DB00172","BE0000060"
"DB00172","BE0001014"
"DB00172","BE0001399"
"DB00172","BE0002149"
"DB00172","BE0002202"
"DB00172","BE0002206"
"DB00172","BE0002208"
"DB00172","BE0002253"
"DB00172","BE0000188"
"DB00172","BE0000225"
"DB00172","BE0000423"
"DB00172","BE0000723"
"DB00172","BE0000728"
"DB00172","BE0002330"
"DB00172","BE0002331"
"DB00172","BE0002332"
"DB00172","BE0002333"
"DB00172","BE0002334"
"DB00172","BE0002335"
"DB00172","BE0002336"
"DB00172","BE0002337"
"DB00172","BE0004615"
"DB00173","BE0000115"
"DB00173","BE0000702"
"DB00173","BE0001128"
"DB00173","BE0001229"
"DB00173","BE0002007"
"DB00173","BE0002706"
"DB00173","BE0002755"
"DB00173","BE0002791"
"DB00173","BE0002792"
"DB00173","BE0003786"
"DB00173","BE0004323"
"DB00174","BE0000219"
"DB00174","BE0000236"
"DB00174","BE0000285"
"DB00174","BE0002230"
"DB00174","BE0000607"
"DB00174","BE0002338"
"DB00241","BE0000826"
"DB00241","BE0000829"
"DB00241","BE0000849"
"DB00241","BE0002341"
"DB00241","BE0004797"
"DB00241","BE0000381"
"DB00241","BE0000471"
"DB00241","BE0000478"
"DB00241","BE0000523"
"DB00241","BE0000764"
"DB00252","BE0000197"
"DB00252","BE0000141"
"DB00293","BE0000700"
"DB00293","BE0000324"
"DB00459","BE0000301"
"DB00459","BE0000078"
"DB00459","BE0000144"
"DB00459","BE0000206"
"DB00459","BE0000412"
"DB00459","BE0000663"
"DB00459","BE0000707"
"DB00795","BE0000017"
"DB00795","BE0000262"
"DB00795","BE0000030"
"DB00795","BE0000215"
"DB00795","BE0000248"
"DB00795","BE0001154"
"DB00795","BE0004655"
"DB00795","BE0000069"
"DB00795","BE0001893"
"DB00795","BE0003997"
"DB00982","BE0000663"
"DB01174","BE0000826"
"DB01174","BE0000829"
"DB01174","BE0000849"
"DB01174","BE0002341"
"DB01174","BE0000795"
"DB01174","BE0004956"
"DB01320","BE0000197"
"DB01351","BE0000826"
"DB01351","BE0000829"
"DB01351","BE0000849"
"DB01351","BE0002341"
"DB01351","BE0000381"
"DB01351","BE0000471"
"DB01351","BE0000478"
"DB01351","BE0000523"
"DB01351","BE0000764"
"DB01351","BE0000795"
"DB00179","BE0000248"
"DB00180","BE0000794"
"DB00181","BE0000217"
"DB00181","BE0002340"
"DB00183","BE0001158"
"DB00184","BE0002090"
"DB00184","BE0000519"
"DB00184","BE0000411"
"DB00184","BE0000738"
"DB00184","BE0000849"
"DB00184","BE0000850"
"DB00184","BE0002341"
"DB00184","BE0002343"
"DB00184","BE0003584"
"DB00184","BE0003585"
"DB00184","BE0003586"
"DB00184","BE0003587"
"DB00184","BE0003588"
"DB00185","BE0000045"
"DB00185","BE0000092"
"DB00186","BE0000736"
"DB00186","BE0004797"
"DB00189","BE0004797"
"DB00190","BE0002151"
"DB00192","BE0000197"
"DB00194","BE0000458"
"DB00194","BE0002350"
"DB00194","BE0004499"
"DB00196","BE0000233"
"DB00197","BE0000240"
"DB00197","BE0000215"
"DB00197","BE0000996"
"DB00197","BE0001204"
"DB00197","BE0002088"
"DB00197","BE0003722"
"DB00198","BE0000584"
"DB00198","BE0000914"
"DB00198","BE0002705"
"DB00198","BE0003200"
"DB00199","BE0000530"
"DB00199","BE0001032"
"DB00199","BE0002638"
"DB00199","BE0000090"
"DB00199","BE0000875"
"DB00199","BE0002464"
"DB00199","BE0002465"
"DB00199","BE0003521"
"DB00199","BE0003657"
"DB00200","BE0000238"
"DB00200","BE0000320"
"DB00200","BE0000340"
"DB00200","BE0000456"
"DB00200","BE0000734"
"DB00200","BE0000763"
"DB00200","BE0000777"
"DB00200","BE0000936"
"DB00200","BE0002175"
"DB00202","BE0000045"
"DB00202","BE0000092"
"DB00202","BE0000411"
"DB00202","BE0000560"
"DB00202","BE0003438"
"DB00203","BE0000182"
"DB00203","BE0003556"
"DB00203","BE0003557"
"DB00205","BE0000330"
"DB00205","BE0000563"
"DB00207","BE0002638"
"DB00207","BE0001092"
"DB00207","BE0002464"
"DB00207","BE0002465"
"DB00210","BE0000078"
"DB00210","BE0000144"
"DB00210","BE0000206"
"DB00210","BE0000412"
"DB00210","BE0000663"
"DB00210","BE0000707"
"DB00211","BE0000501"
"DB00211","BE0000575"
"DB00211","BE0000715"
"DB00212","BE0000270"
"DB00213","BE0000349"
"DB00216","BE0000291"
"DB00216","BE0000393"
"DB00216","BE0000460"
"DB00216","BE0000476"
"DB00216","BE0000650"
"DB00216","BE0000659"
"DB00216","BE0000797"
"DB00238","BE0004853"
"DB00248","BE0000172"
"DB00248","BE0000501"
"DB00248","BE0000533"
"DB00248","BE0000575"
"DB00248","BE0000694"
"DB00248","BE0000715"
"DB00248","BE0000756"
"DB00248","BE0000020"
"DB00248","BE0000145"
"DB00248","BE0000289"
"DB00248","BE0000291"
"DB00248","BE0000342"
"DB00248","BE0000389"
"DB00248","BE0000393"
"DB00248","BE0000451"
"DB00248","BE0000572"
"DB00248","BE0000581"
"DB00248","BE0000650"
"DB00248","BE0000659"
"DB00248","BE0000797"
"DB00254","BE0001092"
"DB00254","BE0000019"
"DB00254","BE0000127"
"DB00254","BE0003777"
"DB00257","BE0000233"
"DB00257","BE0000415"
"DB00273","BE0000346"
"DB00273","BE0004797"
"DB00273","BE0000141"
"DB00273","BE0000322"
"DB00273","BE0000535"
"DB00311","BE0000267"
"DB00311","BE0000322"
"DB00311","BE0000535"
"DB00311","BE0003629"
"DB00313","BE0000152"
"DB00313","BE0000253"
"DB00313","BE0000162"
"DB00313","BE0000573"
"DB00313","BE0002366"
"DB00313","BE0000881"
"DB00313","BE0004901"
"DB00315","BE0000291"
"DB00315","BE0000460"
"DB00315","BE0000659"
"DB00315","BE0000797"
"DB00316","BE0000017"
"DB00316","BE0000262"
"DB00320","BE0000289"
"DB00320","BE0000393"
"DB00320","BE0000659"
"DB00320","BE0000797"
"DB00338","BE0000349"
"DB00346","BE0000090"
"DB00346","BE0000501"
"DB00346","BE0000575"
"DB00346","BE0000715"
"DB00349","BE0004797"
"DB00353","BE0000020"
"DB00356","BE0000553"
"DB00377","BE0000311"
"DB00388","BE0000501"
"DB00388","BE0000575"
"DB00388","BE0000715"
"DB00391","BE0000756"
"DB00391","BE0000581"
"DB00397","BE0000172"
"DB00397","BE0000501"
"DB00397","BE0000694"
"DB00397","BE0000020"
"DB00397","BE0000289"
"DB00404","BE0004797"
"DB00409","BE0000756"
"DB00409","BE0000389"
"DB00409","BE0000451"
"DB00409","BE0000581"
"DB00409","BE0000156"
"DB00411","BE0000092"
"DB00411","BE0000560"
"DB00411","BE0000738"
"DB00413","BE0000533"
"DB00413","BE0000756"
"DB00413","BE0000020"
"DB00413","BE0000145"
"DB00413","BE0000289"
"DB00413","BE0000291"
"DB00413","BE0000342"
"DB00413","BE0000389"
"DB00413","BE0000393"
"DB00413","BE0000451"
"DB00413","BE0000572"
"DB00413","BE0000581"
"DB00413","BE0000659"
"DB00413","BE0000797"
"DB00422","BE0000486"
"DB00422","BE0000647"
"DB00422","BE0000749"
"DB00425","BE0000381"
"DB00425","BE0000523"
"DB00425","BE0000795"
"DB00437","BE0002204"
"DB00440","BE0000330"
"DB00440","BE0000324"
"DB00448","BE0000349"
"DB00449","BE0002180"
"DB00449","BE0000426"
"DB00449","BE0000501"
"DB00449","BE0000694"
"DB00449","BE0000289"
"DB00486","BE0000061"
"DB00486","BE0000095"
"DB00490","BE0000756"
"DB00490","BE0000291"
"DB00494","BE0002089"
"DB00501","BE0000112"
"DB00508","BE0000092"
"DB00508","BE0000560"
"DB00508","BE0000756"
"DB00508","BE0000020"
"DB00508","BE0000393"
"DB00512","BE0000530"
"DB00512","BE0002817"
"DB00521","BE0000172"
"DB00521","BE0000694"
"DB00528","BE0000679"
"DB00530","BE0000767"
"DB00530","BE0000956"
"DB00545","BE0002180"
"DB00545","BE0000426"
"DB00549","BE0000705"
"DB00561","BE0003582"
"DB00561","BE0003583"
"DB00582","BE0000233"
"DB00585","BE0000112"
"DB00593","BE0000483"
"DB00604","BE0000090"
"DB00604","BE0000311"
"DB00604","BE0000451"
"DB00604","BE0000084"
"DB00606","BE0000267"
"DB00606","BE0000322"
"DB00606","BE0000535"
"DB00606","BE0000229"
"DB00610","BE0000501"
"DB00622","BE0000045"
"DB00622","BE0000092"
"DB00622","BE0000501"
"DB00622","BE0000560"
"DB00622","BE0000575"
"DB00622","BE0000715"
"DB00622","BE0000247"
"DB00622","BE0000405"
"DB00622","BE0000430"
"DB00622","BE0000691"
"DB00622","BE0002354"
"DB00622","BE0002359"
"DB00622","BE0000418"
"DB00622","BE0003323"
"DB00622","BE0003565"
"DB00623","BE0000756"
"DB00623","BE0000020"
"DB00623","BE0000418"
"DB00625","BE0004853"
"DB00627","BE0000526"
"DB00627","BE0000635"
"DB00627","BE0000783"
"DB00627","BE0000836"
"DB00640","BE0000013"
"DB00640","BE0000924"
"DB00640","BE0000241"
"DB00640","BE0000354"
"DB00653","BE0000430"
"DB00653","BE0000691"
"DB00653","BE0002354"
"DB00653","BE0002355"
"DB00653","BE0000303"
"DB00653","BE0000679"
"DB00661","BE0000090"
"DB00661","BE0000197"
"DB00661","BE0000749"
"DB00661","BE0000356"
"DB00661","BE0000708"
"DB00661","BE0000430"
"DB00661","BE0002354"
"DB00661","BE0002355"
"DB00661","BE0002359"
"DB00661","BE0000303"
"DB00661","BE0000483"
"DB00661","BE0002226"
"DB00661","BE0002356"
"DB00661","BE0002357"
"DB00661","BE0002358"
"DB00661","BE0000012"
"DB00668","BE0000704"
"DB00668","BE0000753"
"DB00668","BE0000172"
"DB00668","BE0000501"
"DB00668","BE0000575"
"DB00668","BE0000694"
"DB00668","BE0000715"
"DB00668","BE0000289"
"DB00668","BE0000342"
"DB00668","BE0000572"
"DB00668","BE0001012"
"DB00669","BE0000291"
"DB00669","BE0000460"
"DB00669","BE0000659"
"DB00669","BE0000797"
"DB00674","BE0002180"
"DB00674","BE0000426"
"DB00674","BE0000411"
"DB00674","BE0000738"
"DB00674","BE0000849"
"DB00674","BE0000850"
"DB00674","BE0002341"
"DB00674","BE0002343"
"DB00674","BE0003584"
"DB00674","BE0003585"
"DB00674","BE0003586"
"DB00674","BE0003587"
"DB00674","BE0003588"
"DB00674","BE0004661"
"DB00674","BE0004662"
"DB00674","BE0004663"
"DB00674","BE0004664"
"DB00674","BE0004665"
"DB00683","BE0000129"
"DB00683","BE0000381"
"DB00683","BE0000471"
"DB00683","BE0000478"
"DB00683","BE0000523"
"DB00683","BE0000764"
"DB00683","BE0000795"
"DB00683","BE0002344"
"DB00683","BE0002345"
"DB00683","BE0002346"
"DB00683","BE0003592"
"DB00683","BE0003593"
"DB00683","BE0003594"
"DB00683","BE0003595"
"DB00683","BE0003596"
"DB00683","BE0003597"
"DB00683","BE0003598"
"DB00683","BE0003599"
"DB00683","BE0003619"
"DB00696","BE0000486"
"DB00696","BE0000501"
"DB00696","BE0000533"
"DB00696","BE0000575"
"DB00696","BE0000715"
"DB00696","BE0000756"
"DB00696","BE0000289"
"DB00696","BE0000291"
"DB00696","BE0000451"
"DB00696","BE0000460"
"DB00696","BE0000572"
"DB00696","BE0000659"
"DB00696","BE0000797"
"DB00696","BE0004889"
"DB00703","BE0000267"
"DB00703","BE0000322"
"DB00703","BE0000535"
"DB00703","BE0003629"
"DB00704","BE0000420"
"DB00704","BE0000632"
"DB00704","BE0000770"
"DB00704","BE0000290"
"DB00705","BE0004853"
"DB00723","BE0000501"
"DB00723","BE0000575"
"DB00723","BE0000715"
"DB00736","BE0000349"
"DB00745","BE0000575"
"DB00745","BE0000647"
"DB00757","BE0000311"
"DB00759","BE0001092"
"DB00759","BE0003708"
"DB00759","BE0003710"
"DB00759","BE0001105"
"DB00759","BE0004651"
"DB00759","BE0004652"
"DB00759","BE0004653"
"DB00761","BE0000502"
"DB00761","BE0000047"
"DB00761","BE0000140"
"DB00761","BE0000276"
"DB00761","BE0000281"
"DB00761","BE0000601"
"DB00763","BE0000507"
"DB00765","BE0000614"
"DB00767","BE0000045"
"DB00767","BE0000092"
"DB00767","BE0000560"
"DB00767","BE0000247"
"DB00767","BE0000405"
"DB00767","BE0000442"
"DB00770","BE0000064"
"DB00770","BE0000368"
"DB00774","BE0000267"
"DB00774","BE0000322"
"DB00774","BE0000502"
"DB00774","BE0000535"
"DB00774","BE0000553"
"DB00774","BE0000732"
"DB00774","BE0001653"
"DB00774","BE0002437"
"DB00816","BE0000694"
"DB00819","BE0000267"
"DB00819","BE0000322"
"DB00819","BE0000535"
"DB00819","BE0003629"
"DB00819","BE0000880"
"DB00819","BE0003625"
"DB00819","BE0003634"
"DB00820","BE0000182"
"DB00820","BE0003558"
"DB00822","BE0000138"
"DB00822","BE0000133"
"DB00829","BE0000736"
"DB00829","BE0004797"
"DB00829","BE0000129"
"DB00829","BE0000381"
"DB00829","BE0000471"
"DB00829","BE0000523"
"DB00829","BE0002344"
"DB00829","BE0002345"
"DB00829","BE0002346"
"DB00829","BE0003592"
"DB00829","BE0003593"
"DB00829","BE0003594"
"DB00829","BE0003595"
"DB00829","BE0003596"
"DB00829","BE0003597"
"DB00829","BE0003598"
"DB00829","BE0003599"
"DB00829","BE0003619"
"DB00830","BE0000486"
"DB00830","BE0000647"
"DB00841","BE0000172"
"DB00841","BE0000694"
"DB00843","BE0000426"
"DB00843","BE0000451"
"DB00852","BE0000704"
"DB00852","BE0000172"
"DB00852","BE0000486"
"DB00852","BE0000501"
"DB00852","BE0000647"
"DB00852","BE0000694"
"DB00852","BE0000749"
"DB00852","BE0000289"
"DB00852","BE0001029"
"DB00852","BE0004878"
"DB00852","BE0004924"
"DB00862","BE0000182"
"DB00862","BE0003556"
"DB00862","BE0003557"
"DB00867","BE0000694"
"DB00871","BE0000694"
"DB00884","BE0000776"
"DB00889","BE0000311"
"DB00898","BE0000433"
"DB00898","BE0000640"
"DB00898","BE0000641"
"DB00898","BE0000745"
"DB00898","BE0000829"
"DB00898","BE0000830"
"DB00898","BE0000831"
"DB00898","BE0000411"
"DB00898","BE0000738"
"DB00898","BE0000849"
"DB00898","BE0000850"
"DB00898","BE0001204"
"DB00898","BE0002341"
"DB00898","BE0002343"
"DB00898","BE0003584"
"DB00898","BE0003585"
"DB00898","BE0003586"
"DB00898","BE0003587"
"DB00898","BE0003588"
