"drug","target"
"DB02515","BE0001073"
"DB02515","BE0004565"
"DB02516","BE0001666"
"DB02517","BE0001346"
"DB02518","BE0000747"
"DB02519","BE0000916"
"DB02519","BE0001827"
"DB02521","BE0002707"
"DB02521","BE0004037"
"DB02522","BE0001894"
"DB02524","BE0001431"
"DB02526","BE0000895"
"DB02526","BE0001739"
"DB02527","BE0003425"
"DB02527","BE0004631"
"DB02527","BE0002013"
"DB02527","BE0002794"
"DB02527","BE0002795"
"DB02527","BE0004497"
"DB02528","BE0004467"
"DB02529","BE0001667"
"DB02530","BE0000347"
"DB02531","BE0002742"
"DB02532","BE0001467"
"DB02532","BE0003983"
"DB02533","BE0000005"
"DB02534","BE0001248"
"DB02535","BE0000322"
"DB02537","BE0001831"
"DB02538","BE0001072"
"DB02540","BE0001476"
"DB02541","BE0001583"
"DB02542","BE0004560"
"DB02543","BE0001301"
"DB02544","BE0001553"
"DB02545","BE0001777"
"DB02547","BE0003278"
"DB02548","BE0001199"
"DB02549","BE0001669"
"DB02550","BE0001120"
"DB02551","BE0000895"
"DB02552","BE0000776"
"DB02552","BE0003570"
"DB02552","BE0001303"
"DB02552","BE0001748"
"DB02552","BE0004037"
"DB02552","BE0004093"
"DB02553","BE0000648"
"DB02555","BE0001029"
"DB02556","BE0000273"
"DB02556","BE0001026"
"DB02557","BE0000266"
"DB02558","BE0000266"
"DB02559","BE0000330"
"DB02559","BE0001555"
"DB02560","BE0001397"
"DB02561","BE0002736"
"DB02562","BE0000753"
"DB02563","BE0004500"
"DB02565","BE0001608"
"DB02566","BE0004325"
"DB02566","BE0004326"
"DB02567","BE0001902"
"DB02568","BE0000250"
"DB02569","BE0003106"
"DB02570","BE0004144"
"DB02571","BE0001643"
"DB02572","BE0001496"
"DB02573","BE0003317"
"DB02574","BE0001496"
"DB02576","BE0001771"
"DB02578","BE0001349"
"DB02579","BE0002015"
"DB02580","BE0004295"
"DB02580","BE0004302"
"DB02580","BE0004303"
"DB02580","BE0004304"
"DB02580","BE0004305"
"DB02580","BE0004306"
"DB02580","BE0004307"
"DB02580","BE0004308"
"DB02580","BE0004309"
"DB02580","BE0004310"
"DB02580","BE0004311"
"DB02581","BE0001029"
"DB02583","BE0000330"
"DB02585","BE0001583"
"DB02586","BE0001337"
"DB02587","BE0003731"
"DB02587","BE0003732"
"DB02587","BE0003733"
"DB02588","BE0001358"
"DB02589","BE0000263"
"DB02590","BE0001295"
"DB02591","BE0001229"
"DB02592","BE0001691"
"DB02593","BE0001212"
"DB02594","BE0002804"
"DB02594","BE0004639"
"DB02594","BE0002018"
"DB02595","BE0001578"
"DB02595","BE0002019"
"DB02596","BE0001601"
"DB02596","BE0001387"
"DB02596","BE0001450"
"DB02596","BE0002733"
"DB02596","BE0001832"
"DB02596","BE0002805"
"DB02596","BE0002806"
"DB02596","BE0002807"
"DB02597","BE0000266"
"DB02597","BE0001346"
"DB02597","BE0003783"
"DB02598","BE0002200"
"DB02599","BE0001405"
"DB02600","BE0001667"
"DB02602","BE0000322"
"DB02603","BE0001072"
"DB02604","BE0000916"
"DB02606","BE0001892"
"DB02607","BE0003106"
"DB02608","BE0001493"
"DB02609","BE0001581"
"DB02610","BE0000322"
"DB02611","BE0003761"
"DB02613","BE0000382"
"DB02613","BE0001326"
"DB02613","BE0001790"
"DB02613","BE0004027"
"DB02614","BE0003894"
"DB02614","BE0001568"
"DB02615","BE0000123"
"DB02615","BE0000623"
"DB02616","BE0002214"
"DB02617","BE0001246"
"DB02620","BE0000623"
"DB02621","BE0002101"
"DB02621","BE0002604"
"DB02621","BE0004161"
"DB02622","BE0000623"
"DB02623","BE0004618"
"DB02624","BE0000752"
"DB02625","BE0002810"
"DB02626","BE0001326"
"DB02627","BE0001358"
"DB02628","BE0001156"
"DB02629","BE0002050"
"DB02630","BE0001250"
"DB02631","BE0002193"
"DB02632","BE0001404"
"DB02632","BE0001421"
"DB02633","BE0000814"
"DB02633","BE0001184"
"DB02635","BE0000721"
"DB02636","BE0003768"
"DB02637","BE0004459"
"DB02637","BE0000909"
"DB02637","BE0001641"
"DB02637","BE0001891"
"DB02637","BE0002811"
"DB02638","BE0000165"
"DB02638","BE0000293"
"DB02638","BE0000773"
"DB02640","BE0001534"
"DB02641","BE0001865"
"DB02642","BE0000302"
"DB02642","BE0003894"
"DB02642","BE0001568"
"DB02643","BE0002196"
"DB02643","BE0003418"
"DB02643","BE0001571"
"DB02644","BE0000005"
"DB02644","BE0000067"
"DB02645","BE0001847"
"DB02646","BE0004467"
"DB02647","BE0001072"
"DB02648","BE0000373"
"DB02648","BE0000496"
"DB02649","BE0002702"
"DB02651","BE0000623"
"DB02652","BE0003753"
"DB02653","BE0001246"
"DB02655","BE0001346"
"DB02655","BE0001532"
"DB02656","BE0001277"
"DB02656","BE0001315"
"DB02657","BE0001423"
"DB02657","BE0001686"
"DB02658","BE0001804"
"DB02660","BE0000487"
"DB02661","BE0003094"
"DB02662","BE0000623"
"DB02663","BE0001881"
"DB02664","BE0001395"
"DB02665","BE0001739"
"DB02666","BE0001441"
"DB02667","BE0002812"
"DB02668","BE0000787"
"DB02669","BE0001346"
"DB02669","BE0003783"
"DB02670","BE0001243"
"DB02670","BE0004581"
"DB02671","BE0004467"
"DB02671","BE0001604"
"DB02673","BE0000426"
"DB02674","BE0001668"
"DB02676","BE0001287"
"DB02677","BE0001397"
"DB02678","BE0001008"
"DB02679","BE0000322"
"DB02680","BE0001911"
"DB02681","BE0001224"
"DB02681","BE0004552"
"DB02682","BE0001441"
"DB02683","BE0002050"
"DB02684","BE0000188"
"DB02685","BE0000939"
"DB02686","BE0001440"
"DB02688","BE0002667"
"DB02689","BE0000286"
"DB02690","BE0001717"
"DB02691","BE0001967"
"DB02692","BE0000005"
"DB02692","BE0000263"
"DB02692","BE0000753"
"DB02692","BE0000067"
"DB02693","BE0001270"
"DB02694","BE0001387"
"DB02695","BE0001890"
"DB02696","BE0000259"
"DB02697","BE0000966"
"DB02697","BE0001116"
"DB02700","BE0001326"
"DB02701","BE0000425"
"DB02701","BE0001241"
"DB02701","BE0003362"
"DB02701","BE0001717"
"DB02701","BE0001869"
"DB02702","BE0001594"
"DB02703","BE0001542"
"DB02703","BE0001796"
"DB02703","BE0001800"
"DB02704","BE0002050"
"DB02705","BE0000895"
"DB02706","BE0001559"
"DB02709","BE0000017"
"DB02709","BE0000262"
"DB02709","BE0000220"
"DB02709","BE0001209"
"DB02710","BE0001084"
"DB02712","BE0000747"
"DB02713","BE0001590"
"DB02714","BE0003317"
"DB02716","BE0000957"
"DB02717","BE0002818"
"DB02718","BE0002010"
"DB02718","BE0001838"
"DB02719","BE0000916"
"DB02720","BE0000916"
"DB02721","BE0000227"
"DB02721","BE0000400"
"DB02721","BE0000465"
"DB02721","BE0001873"
"DB02722","BE0002819"
"DB02723","BE0000048"
"DB02724","BE0001379"
"DB02724","BE0001326"
"DB02725","BE0001519"
"DB02726","BE0000046"
"DB02726","BE0000088"
"DB02726","BE0001256"
"DB02726","BE0003844"
"DB02726","BE0001905"
"DB02726","BE0002004"
"DB02726","BE0004460"
"DB02726","BE0001596"
"DB02726","BE0001752"
"DB02726","BE0001818"
"DB02726","BE0001877"
"DB02726","BE0001889"
"DB02726","BE0004550"
"DB02727","BE0000067"
"DB02728","BE0001855"
"DB02729","BE0001594"
"DB02730","BE0004457"
"DB02731","BE0002256"
"DB02731","BE0004060"
"DB02733","BE0004323"
"DB02733","BE0001062"
"DB02733","BE0000923"
"DB02733","BE0001072"
"DB02733","BE0001827"
"DB02733","BE0002216"
"DB02734","BE0002671"
"DB02734","BE0002672"
"DB02735","BE0001197"
"DB02736","BE0001443"
"DB02738","BE0002822"
"DB02740","BE0003777"
"DB02740","BE0001389"
"DB02740","BE0003482"
"DB02740","BE0003778"
"DB02740","BE0003779"
"DB02741","BE0000144"
"DB02742","BE0001414"
"DB02742","BE0003505"
"DB02742","BE0001789"
"DB02743","BE0002730"
"DB02744","BE0001739"
"DB02745","BE0002061"
"DB02745","BE0004434"
"DB02746","BE0001336"
"DB02749","BE0001914"
"DB02750","BE0004053"
"DB02751","BE0000567"
"DB02752","BE0001438"
"DB02753","BE0002706"
"DB02754","BE0001120"
"DB02754","BE0001898"
"DB02755","BE0004494"
"DB02757","BE0000465"
"DB02758","BE0003768"
"DB02758","BE0001217"
"DB02758","BE0001389"
"DB02759","BE0003751"
"DB02761","BE0001511"
"DB02761","BE0001760"
"DB02761","BE0001799"
"DB02761","BE0002377"
"DB02761","BE0002823"
"DB02761","BE0002824"
"DB02761","BE0002825"
"DB02761","BE0002826"
"DB02761","BE0004455"
"DB02762","BE0000838"
"DB02763","BE0000981"
"DB02763","BE0001876"
"DB02764","BE0001739"
"DB02764","BE0001854"
"DB02764","BE0001603"
"DB02765","BE0001403"
"DB02766","BE0002024"
"DB02767","BE0002442"
"DB02767","BE0001326"
"DB02767","BE0004021"
"DB02767","BE0004024"
"DB02768","BE0002050"
"DB02770","BE0001229"
"DB02771","BE0001747"
"DB02772","BE0003751"
"DB02772","BE0001358"
"DB02772","BE0001483"
"DB02772","BE0001527"
"DB02772","BE0002830"
"DB02772","BE0002101"
"DB02772","BE0001849"
"DB02772","BE0002718"
"DB02772","BE0002788"
"DB02772","BE0002829"
"DB02772","BE0002831"
"DB02772","BE0002832"
"DB02772","BE0002833"
"DB02772","BE0002834"
"DB02772","BE0002835"
"DB02772","BE0002836"
"DB02772","BE0004442"
"DB02773","BE0000017"
"DB02774","BE0001234"
"DB02774","BE0003814"
"DB02776","BE0001696"
"DB02776","BE0002837"
"DB02778","BE0002431"
"DB02779","BE0001071"
"DB02780","BE0002838"
"DB02783","BE0000383"
"DB02783","BE0001510"
"DB02784","BE0000623"
"DB02785","BE0002050"
"DB02786","BE0001769"
"DB02787","BE0002562"
"DB02789","BE0001264"
"DB02790","BE0001901"
"DB02791","BE0001884"
"DB02793","BE0002649"
"DB02794","BE0001476"
"DB02795","BE0003768"
"DB02795","BE0003997"
"DB02796","BE0000250"
"DB02797","BE0001358"
"DB02798","BE0001675"
"DB02799","BE0002022"
"DB02800","BE0000331"
"DB02800","BE0001906"
"DB02801","BE0001769"
"DB02801","BE0001857"
"DB02802","BE0001496"
"DB02803","BE0000270"
"DB02804","BE0001342"
"DB02809","BE0001614"
"DB02810","BE0001486"
"DB02811","BE0002180"
"DB02811","BE0001688"
"DB02812","BE0001739"
"DB02813","BE0001584"
"DB02813","BE0001153"
"DB02815","BE0001248"
"DB02816","BE0001430"
"DB02817","BE0001246"
"DB02818","BE0000829"
"DB02819","BE0001229"
"DB02820","BE0000317"
"DB02821","BE0000424"
"DB02822","BE0000465"
"DB02823","BE0001896"
"DB02824","BE0000331"
"DB02824","BE0000404"
"DB02824","BE0001838"
"DB02824","BE0002839"
"DB02825","BE0000426"
"DB02827","BE0000623"
"DB02828","BE0001285"
"DB02829","BE0001468"
"DB02830","BE0002214"
"DB02831","BE0000869"
"DB02831","BE0002022"
"DB02832","BE0001900"
"DB02833","BE0001072"
"DB02833","BE0003734"
"DB02834","BE0000747"
"DB02835","BE0001357"
"DB02835","BE0004461"
"DB02836","BE0001441"
"DB02836","BE0001706"
"DB02837","BE0004482"
"DB02838","BE0004141"
"DB02839","BE0001523"
"DB02839","BE0001543"
"DB02840","BE0001120"
"DB02841","BE0003894"
"DB02841","BE0001568"
"DB02841","BE0002718"
"DB02843","BE0000916"
"DB02843","BE0002493"
"DB02843","BE0001369"
"DB02843","BE0001698"
"DB02843","BE0001703"
"DB02844","BE0001674"
"DB02845","BE0002180"
"DB02845","BE0000426"
"DB02845","BE0001897"
"DB02846","BE0004149"
"DB02848","BE0002431"
"DB02849","BE0001506"
"DB02850","BE0000455"
"DB02851","BE0001246"
"DB02852","BE0000826"
"DB02854","BE0000886"
"DB02854","BE0001679"
"DB02854","BE0002840"
"DB02854","BE0003805"
"DB02855","BE0000939"
"DB02856","BE0001772"
"DB02857","BE0000250"
"DB02857","BE0001360"
"DB02857","BE0002841"
"DB02858","BE0001358"
"DB02859","BE0000702"
"DB02860","BE0001447"
"DB02861","BE0000322"
"DB02863","BE0001426"
"DB02865","BE0001326"
"DB02866","BE0000322"
"DB02867","BE0001369"
"DB02868","BE0000418"
"DB02869","BE0003417"
"DB02869","BE0001909"
"DB02870","BE0001248"
"DB02871","BE0000465"
"DB02872","BE0001003"
"DB02873","BE0001019"
"DB02875","BE0001739"
"DB02876","BE0001430"
"DB02877","BE0000206"
"DB02878","BE0000050"
"DB02879","BE0001895"
"DB02883","BE0001600"
"DB02884","BE0002842"
"DB02885","BE0001327"
"DB02887","BE0003106"
"DB02888","BE0000695"
"DB02889","BE0002639"
"DB02890","BE0004473"
"DB02890","BE0001677"
"DB02892","BE0001593"
"DB02893","BE0001534"
"DB02893","BE0002843"
"DB02894","BE0000322"
"DB02895","BE0000648"
"DB02896","BE0002011"
"DB02897","BE0001903"
"DB02897","BE0001908"
"DB02898","BE0001072"
"DB02899","BE0001438"
"DB02899","BE0003925"
"DB02899","BE0003926"
"DB02899","BE0004008"
"DB02899","BE0004009"
"DB02899","BE0004010"
"DB02899","BE0004011"
"DB02900","BE0003623"
"DB02900","BE0004494"
"DB02902","BE0000951"
"DB02903","BE0001496"
"DB02904","BE0002838"
"DB02905","BE0001229"
"DB02906","BE0002845"
"DB02907","BE0001326"
"DB02908","BE0000838"
"DB02909","BE0002012"
"DB02910","BE0004500"
"DB02910","BE0001745"
"DB02910","BE0001764"
"DB02911","BE0000263"
"DB02912","BE0002846"
"DB02915","BE0001072"
"DB02915","BE0003734"
"DB02917","BE0001608"
"DB02918","BE0001287"
"DB02919","BE0000330"
"DB02921","BE0001403"
"DB02923","BE0001308"
"DB02923","BE0001672"
"DB02923","BE0003955"
"DB02924","BE0004320"
"DB02925","BE0000502"
"DB02927","BE0001271"
"DB02928","BE0001222"
"DB02929","BE0004149"
"DB02930","BE0001493"
"DB02930","BE0001547"
"DB02930","BE0001073"
"DB02930","BE0001580"
"DB02930","BE0001592"
"DB02930","BE0002850"
"DB02930","BE0002851"
"DB02930","BE0002852"
"DB02931","BE0004584"
"DB02932","BE0000132"
"DB02933","BE0001128"
"DB02933","BE0002007"
"DB02934","BE0002011"
"DB02935","BE0001165"
"DB02936","BE0001640"
"DB02937","BE0001332"
"DB02937","BE0001609"
"DB02938","BE0003997"
"DB02939","BE0002196"
"DB02940","BE0004325"
"DB02940","BE0004326"
"DB02941","BE0001271"
"DB02942","BE0001815"
"DB02943","BE0002281"
"DB02945","BE0001416"
"DB02947","BE0002011"
"DB02948","BE0001575"
"DB02949","BE0001805"
"DB02950","BE0001072"
"DB02950","BE0000890"
"DB02950","BE0001082"
"DB02951","BE0001256"
"DB02951","BE0001650"
"DB02952","BE0001026"
"DB02952","BE0003476"
"DB02953","BE0001182"
"DB02954","BE0001441"
"DB02954","BE0001828"
"DB02956","BE0002870"
"DB02959","BE0001830"
"DB02961","BE0001880"
"DB02962","BE0001229"
"DB02963","BE0001072"
"DB02964","BE0000916"
"DB02965","BE0001875"
"DB02966","BE0000829"
"DB02967","BE0001886"
"DB02968","BE0001904"
"DB02968","BE0001655"
"DB02969","BE0001879"
"DB02970","BE0001248"
"DB02972","BE0002050"
"DB02973","BE0001072"
"DB02974","BE0003549"
"DB02975","BE0001864"
"DB02976","BE0002699"
"DB02976","BE0002871"
"DB02977","BE0000623"
"DB02979","BE0000263"
"DB02980","BE0001587"
"DB02981","BE0001217"
"DB02983","BE0000792"
"DB02983","BE0001886"
"DB02984","BE0001019"
"DB02985","BE0001623"
"DB02986","BE0000322"
"DB02987","BE0003317"
"DB02987","BE0004585"
"DB02988","BE0004141"
"DB02989","BE0001739"
"DB02990","BE0000332"
"DB02991","BE0000067"
"DB02992","BE0001253"
"DB02994","BE0000263"
"DB02994","BE0000747"
"DB02994","BE0001210"
"DB02994","BE0003945"
"DB02995","BE0001291"
"DB02996","BE0003872"
"DB02998","BE0000557"
"DB02998","BE0000132"
"DB02998","BE0003740"
"DB02999","BE0000826"
"DB02999","BE0000829"
"DB03003","BE0000812"
"DB03003","BE0000814"
"DB03003","BE0002281"
"DB03003","BE0002062"
"DB03005","BE0000426"
"DB03006","BE0003751"
"DB03008","BE0003505"
"DB03010","BE0000026"
"DB03010","BE0000143"
"DB03010","BE0001340"
"DB03010","BE0001367"
"DB03010","BE0001391"
"DB03010","BE0001275"
"DB03010","BE0001359"
"DB03010","BE0001388"
"DB03010","BE0001408"
"DB03010","BE0001415"
"DB03010","BE0001425"
"DB03011","BE0001587"
"DB03012","BE0003753"
"DB03013","BE0003751"
"DB03013","BE0000259"
"DB03013","BE0001605"
"DB03015","BE0002214"
"DB03016","BE0001739"
"DB03018","BE0001229"
"DB03019","BE0001072"
"DB03020","BE0000465"
"DB03021","BE0002101"
"DB03023","BE0000838"
"DB03023","BE0000842"
"DB03023","BE0004315"
"DB03024","BE0000270"
"DB03026","BE0003844"
"DB03026","BE0001905"
"DB03026","BE0001878"
"DB03026","BE0002021"
"DB03026","BE0002033"
"DB03026","BE0002054"
"DB03028","BE0000941"
"DB03029","BE0001248"
"DB03030","BE0002006"
"DB03031","BE0001246"
"DB03032","BE0000812"
"DB03033","BE0000966"
"DB03033","BE0001116"
"DB03034","BE0001790"
"DB03035","BE0001209"
"DB03037","BE0002498"
"DB03038","BE0001438"
"DB03039","BE0000322"
"DB03040","BE0000994"
"DB03041","BE0002000"
"DB03041","BE0001872"
"DB03042","BE0001199"
"DB03042","BE0001469"
"DB03044","BE0001019"
"DB03045","BE0001422"
"DB03046","BE0000895"
"DB03048","BE0000960"
"DB03049","BE0001511"
"DB03050","BE0004511"
"DB03051","BE0001787"
"DB03051","BE0001870"
"DB03052","BE0001893"
"DB03053","BE0001378"
"DB03056","BE0002705"
"DB03057","BE0002015"
"DB03058","BE0001840"
"DB03059","BE0000377"
"DB03059","BE0000762"
"DB03059","BE0001422"
"DB03059","BE0002684"
"DB03059","BE0002695"
"DB03059","BE0002703"
"DB03059","BE0004500"
"DB03059","BE0002938"
"DB03060","BE0000330"
"DB03061","BE0000465"
"DB03062","BE0001502"
"DB03062","BE0004329"
"DB03063","BE0001694"
"DB03064","BE0003766"
"DB03065","BE0000263"
"DB03066","BE0001647"
"DB03067","BE0000916"
"DB03068","BE0002035"
"DB03069","BE0001707"
"DB03070","BE0000722"
"DB03072","BE0001717"
"DB03073","BE0001717"
"DB03074","BE0001405"
"DB03075","BE0001499"
"DB03076","BE0002050"
"DB03077","BE0001496"
"DB03077","BE0004186"
"DB03078","BE0000838"
"DB03079","BE0001229"
"DB03080","BE0001120"
"DB03081","BE0001739"
"DB03082","BE0000895"
"DB03083","BE0003334"
"DB03084","BE0001097"
"DB03085","BE0001590"
"DB03085","BE0001089"
"DB03086","BE0001534"
"DB03087","BE0004320"
"DB03088","BE0000163"
"DB03088","BE0002639"
"DB03088","BE0001329"
"DB03088","BE0004457"
"DB03088","BE0003872"
"DB03088","BE0001671"
"DB03088","BE0004492"
"DB03088","BE0001181"
"DB03088","BE0002802"
"DB03088","BE0002913"
"DB03088","BE0002939"
"DB03088","BE0002940"
"DB03088","BE0002941"
"DB03088","BE0002942"
"DB03088","BE0004439"
"DB03088","BE0004464"
"DB03088","BE0004465"
"DB03089","BE0001291"
"DB03091","BE0002030"
"DB03092","BE0002639"
"DB03092","BE0004457"
"DB03092","BE0001671"
"DB03093","BE0001120"
"DB03095","BE0001521"
"DB03096","BE0000941"
"DB03097","BE0001344"
"DB03098","BE0001301"
"DB03100","BE0000005"
"DB03100","BE0000263"
"DB03101","BE0000250"
"DB03101","BE0001224"
"DB03102","BE0000623"
"DB03103","BE0003106"
"DB03104","BE0000838"
"DB03106","BE0000978"
"DB03106","BE0001955"
"DB03106","BE0002199"
"DB03106","BE0002943"
"DB03107","BE0001387"
"DB03108","BE0002944"
"DB03109","BE0001584"
"DB03109","BE0001058"
"DB03109","BE0001649"
"DB03110","BE0001019"
"DB03111","BE0001326"
"DB03112","BE0001668"
"DB03113","BE0001394"
"DB03114","BE0000838"
"DB03115","BE0000870"
"DB03116","BE0001381"
"DB03117","BE0001595"
"DB03118","BE0001210"
"DB03120","BE0003751"
"DB03120","BE0003970"
"DB03121","BE0001640"
"DB03124","BE0001162"
"DB03125","BE0000330"
"DB03125","BE0001614"
"DB03126","BE0003893"
"DB03127","BE0000895"
"DB03127","BE0001656"
"DB03127","BE0001209"
"DB03127","BE0001739"
"DB03127","BE0004529"
"DB03127","BE0001583"
"DB03127","BE0002833"
"DB03127","BE0001764"
"DB03127","BE0001586"
"DB03127","BE0001624"
"DB03129","BE0001583"
"DB03130","BE0000962"
"DB03132","BE0003844"
"DB03132","BE0001603"
"DB03133","BE0000916"
"DB03134","BE0001297"
"DB03135","BE0003844"
"DB03136","BE0000048"
"DB03136","BE0000895"
"DB03136","BE0001739"
"DB03137","BE0001120"
"DB03138","BE0001876"
"DB03139","BE0001668"
"DB03140","BE0001358"
"DB03141","BE0002050"
"DB03141","BE0003328"
"DB03142","BE0002844"
"DB03142","BE0001678"
"DB03142","BE0002039"
"DB03143","BE0001846"
"DB03144","BE0000005"
"DB03144","BE0000263"
"DB03144","BE0000286"
"DB03144","BE0000067"
"DB03144","BE0001433"
"DB03145","BE0001327"
"DB03147","BE0002204"
"DB03147","BE0002198"
"DB03147","BE0000067"
"DB03147","BE0000160"
"DB03147","BE0000220"
"DB03147","BE0000648"
"DB03147","BE0000737"
"DB03147","BE0000762"
"DB03147","BE0001184"
"DB03147","BE0002364"
"DB03147","BE0002196"
"DB03147","BE0000298"
"DB03147","BE0000960"
"DB03147","BE0001487"
"DB03147","BE0000114"
"DB03147","BE0001979"
"DB03147","BE0000605"
"DB03147","BE0001230"
"DB03147","BE0001382"
"DB03147","BE0002001"
"DB03147","BE0001301"
"DB03147","BE0001409"
"DB03147","BE0004574"
"DB03147","BE0001354"
"DB03147","BE0001523"
"DB03147","BE0001551"
"DB03147","BE0001543"
"DB03147","BE0001550"
"DB03147","BE0001590"
"DB03147","BE0004141"
"DB03147","BE0001745"
"DB03147","BE0001787"
"DB03147","BE0002938"
"DB03147","BE0000397"
"DB03147","BE0000965"
"DB03147","BE0001704"
"DB03147","BE0001720"
"DB03147","BE0001784"
"DB03147","BE0001921"
"DB03147","BE0001961"
"DB03147","BE0001969"
"DB03147","BE0002064"
"DB03147","BE0002067"
"DB03147","BE0002596"
"DB03147","BE0002597"
"DB03147","BE0002616"
"DB03147","BE0002619"
"DB03147","BE0002774"
"DB03147","BE0002881"
"DB03147","BE0002917"
"DB03147","BE0002961"
"DB03147","BE0002962"
"DB03147","BE0002963"
"DB03147","BE0002964"
"DB03147","BE0002965"
"DB03147","BE0002966"
"DB03147","BE0002967"
"DB03147","BE0002968"
"DB03147","BE0002969"
"DB03147","BE0002970"
"DB03147","BE0002971"
"DB03147","BE0002972"
"DB03147","BE0002973"
"DB03147","BE0002974"
"DB03147","BE0002975"
"DB03147","BE0002976"
"DB03147","BE0002977"
"DB03147","BE0002978"
"DB03147","BE0002979"
"DB03147","BE0002980"
"DB03147","BE0002981"
"DB03147","BE0002982"
"DB03147","BE0002983"
"DB03147","BE0002984"
"DB03147","BE0002985"
"DB03147","BE0002986"
"DB03147","BE0002987"
"DB03147","BE0002988"
"DB03147","BE0002989"
"DB03147","BE0002990"
"DB03147","BE0004135"
"DB03147","BE0004480"
"DB03147","BE0004507"
"DB03147","BE0004566"
"DB03147","BE0004580"
"DB03148","BE0002669"
"DB03148","BE0001675"
"DB03148","BE0002991"
"DB03149","BE0000787"
"DB03149","BE0001732"
"DB03149","BE0001038"
"DB03150","BE0001221"
"DB03151","BE0002992"
"DB03151","BE0002993"
"DB03152","BE0001273"
"DB03152","BE0001200"
"DB03152","BE0001665"
"DB03152","BE0001682"
"DB03152","BE0003883"
"DB03152","BE0003884"
"DB03152","BE0003885"
"DB03152","BE0003886"
"DB03153","BE0000077"
"DB03154","BE0000623"
"DB03155","BE0003317"
"DB03156","BE0001361"
"DB03156","BE0001416"
"DB03156","BE0002819"
"DB03157","BE0001438"
"DB03158","BE0004437"
"DB03159","BE0000048"
"DB03159","BE0000895"
"DB03159","BE0001739"
"DB03160","BE0001794"
"DB03161","BE0002627"
"DB03161","BE0002995"
"DB03162","BE0001448"
"DB03163","BE0001784"
"DB03164","BE0001402"
"DB03165","BE0001417"
"DB03170","BE0001757"
"DB03171","BE0001719"
"DB03171","BE0004065"
"DB03171","BE0004066"
"DB03172","BE0002011"
"DB03173","BE0001739"
"DB03174","BE0003136"
"DB03175","BE0003751"
"DB03176","BE0000315"
"DB03176","BE0000687"
"DB03177","BE0001229"
"DB03178","BE0001366"
"DB03179","BE0004586"
"DB03180","BE0001229"
"DB03181","BE0000315"
"DB03182","BE0004459"
"DB03183","BE0001287"
"DB03185","BE0002443"
"DB03186","BE0003317"
"DB03187","BE0002302"
"DB03188","BE0001539"
"DB03189","BE0003751"
"DB03190","BE0001868"
"DB03191","BE0000407"
"DB03192","BE0000408"
"DB03193","BE0004022"
"DB03194","BE0004482"
"DB03195","BE0001221"
"DB03196","BE0001766"
"DB03197","BE0001450"
"DB03198","BE0001243"
"DB03199","BE0001712"
"DB03200","BE0001229"
"DB03201","BE0003753"
"DB03202","BE0003758"
"DB03203","BE0001854"
"DB03203","BE0001612"
"DB03203","BE0003372"
"DB03203","BE0004148"
"DB03203","BE0004236"
"DB03203","BE0004247"
"DB03205","BE0001728"
"DB03205","BE0001870"
"DB03205","BE0002909"
"DB03205","BE0003016"
"DB03205","BE0003017"
"DB03206","BE0001220"
"DB03206","BE0001371"
"DB03206","BE0001414"
"DB03206","BE0001789"
"DB03206","BE0001810"
"DB03207","BE0001182"
"DB03210","BE0001389"
"DB03211","BE0001536"
"DB03212","BE0002036"
"DB03213","BE0001739"
"DB03214","BE0003515"
"DB03214","BE0004566"
"DB03215","BE0002807"
"DB03216","BE0001684"
"DB03217","BE0000838"
"DB03218","BE0000916"
"DB03219","BE0002526"
"DB03220","BE0002214"
"DB03221","BE0000322"
"DB03222","BE0000113"
"DB03222","BE0001235"
"DB03222","BE0001269"
"DB03222","BE0001442"
"DB03222","BE0001782"
"DB03222","BE0001811"
"DB03223","BE0004281"
"DB03224","BE0001805"
"DB03225","BE0004141"
"DB03226","BE0000465"
"DB03226","BE0001076"
"DB03226","BE0001853"
"DB03227","BE0001241"
"DB03227","BE0001832"
"DB03227","BE0001809"
"DB03227","BE0002622"
"DB03228","BE0001616"
"DB03229","BE0001833"
"DB03229","BE0001866"
"DB03230","BE0001916"
"DB03231","BE0001289"
"DB03232","BE0001599"
"DB03233","BE0001221"
"DB03234","BE0001553"
"DB03235","BE0001496"
"DB03237","BE0002036"
"DB03238","BE0001248"
"DB03240","BE0000829"
"DB03242","BE0001477"
"DB03243","BE0001739"
"DB03245","BE0001921"
"DB03246","BE0001678"
"DB03247","BE0000181"
"DB03247","BE0000370"
"DB03247","BE0000595"
"DB03247","BE0000067"
"DB03247","BE0002364"
"DB03247","BE0000960"
"DB03247","BE0000621"
"DB03247","BE0000382"
"DB03247","BE0001226"
"DB03247","BE0002499"
"DB03247","BE0001525"
"DB03247","BE0002008"
"DB03247","BE0003766"
"DB03247","BE0003024"
"DB03247","BE0001616"
"DB03247","BE0001961"
"DB03247","BE0001807"
"DB03247","BE0001922"
"DB03247","BE0002066"
"DB03247","BE0002551"
"DB03247","BE0002576"
"DB03247","BE0002577"
"DB03247","BE0002629"
"DB03247","BE0002710"
"DB03247","BE0002849"
"DB03247","BE0002996"
"DB03247","BE0003018"
"DB03247","BE0003019"
"DB03247","BE0003020"
"DB03247","BE0003021"
"DB03247","BE0003022"
"DB03247","BE0003023"
"DB03247","BE0003025"
"DB03247","BE0003026"
"DB03247","BE0003027"
