"smiles","drug","drugs"
"[H][C@]1(C[C@@]1([H])C1=CC2=CC=C(C=C2C=C1)C(N)=N)C1=CC=CC=C1","DB03476","DB03476"
"NS(=O)(=O)C1=C(Cl)C=C2NC(NS(=O)(=O)C2=C1)C(Cl)Cl","DB01021","DB01021"
"[H][C@](CC1=CNC2=C1C=C(C)C=C2)(NS(=O)(=O)C1=CC=C(OCC#CC)C=C1)C(O)=O","DB07233","DB07233"
"CC(=O)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=CN=C3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1","DB01026","DB01026"
"ClC1=C(CN2CCCC2=N)NC(=O)NC1=O","DB02631","DB02631"
"C[C@H](CF)C[C@H](N)C(O)=O","DB02542","DB02542"
"N[C@H](CC1=CN(C=N1)c1nnnn1)C=O","DB02528","DB02528"
"OCCOCN1C=C(SC2=CC=CC=C2)C(=O)NC1=O","DB06872","DB06872"
"CNC(=O)[C@H](NC(=O)[C@@H](OCC1=CC=C(C=C1)C1=CC=CN=C1)[C@H](O)[C@@H](O)[C@H](OCC1=CC=C(C=C1)C1=CC=CN=C1)C(=O)N[C@H](C(C)C)C(=O)NC)C(C)C","DB02683","DB02683"
"OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)C1=CC=C(C=C1)[N+]([O-])=O","DB00446","DB00446"
"OCCCCC(CCO)CCCCO","DB07171","DB07171"
"CC1(C)S[C@H](N[C@H]1C([O-])=O)[C@@H](NC(=O)CC1=CC=CC=C1)C(=O)OC[C@@H](N)C([O-])=O","DB02968","DB02968"
"OC(=O)CC1=CC=CC(OCCCN(C[C@@H](C2CCCCC2)C2=CC=CC=C2)CC2=CC=CC(=C2Cl)C(F)(F)F)=C1","DB03791","DB03791"
"COC1=CC(=CC(OC)=C1OC)C(F)(F)C(=O)N1CCCC[C@H]1C(=O)O[C@@H](CCCC1=CC=CC=C1)CCCC1=CN=CC=C1","DB02888","DB02888"
"c1cc2ccccc2n1","DB04532","DB04532"
"[H][C@]12[C@@H](C)C(S[C@]3([H])CN[C@@]([H])(C3)C(=O)NC3=CC=CC(=C3)C(O)=O)=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(O)=O","DB00303","DB00303"
"NC1=NC2=C(N=C(CO)CN2)C(=O)N1","DB02119","DB02119"
"[H][C@]12OC3([O-])OC(C4C(O)[NH+]=C(N)NC4(C1O)[C@@H]3O)C2(O)CO","DB05232","DB05232"
"CC(=O)N[C@H]1[C@H](O)O[C@H](CO)[C@H](O)[C@@H]1O","DB03109","DB03109|DB03740"
"CCC(=O)C1=CC2=C(SC3=C(C=CC=C3)N2CCN2CCN(CCO)CC2)C=C1","DB01038","DB01038"
"CC(C)N1N=C(C2=C(N)N=CN=C12)C1=CC2=CC=CN=C2C=C1","DB08054","DB08054"
"[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(=O)OC(C)OC(=O)OCC","DB01602","DB01602"
"CCCCC1C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1","DB00812","DB00812"
"[H][C@](C)(NC(=O)C1=CC=CC=C1)C(O)=O","DB08508","DB08508"
"NC1=NC(F)=NC2=C1N=CN2[C@H]1C[C@@H](O)[C@H](CO)O1","DB02947","DB02947"
"N[C@@H](CCC(=O)N[C@H](CS[C@H](O)N(O)C1=CC=C(I)C=C1)C(=O)NCC(O)=O)C(O)=O","DB03330","DB03330"
"CN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1","DB01176","DB01176"
"OC(=O)CN1C=CC(=O)N(CC2=NC3=CC(Cl)=CC=C3S2)C1=O","DB07093","DB07093"
"[H][C@](CC)(CC1=CC(CNC(=O)C2=C(F)C=C(C=C2)C(F)(F)F)=C(OC)C=C1)C(O)=O","DB07070","DB07070"
"COC(CNC(N)=O)C[Hg]Cl","DB00534","DB00534"
"[H][C@]1(C)CC[C@]([H])(C(C)C)[C@]([H])(C1)O[P@](O)(=O)CCCCCC","DB08201","DB08201"
"O=C1CCCCC2=C3N=C(NC4=CC(N1)=CC=C4)N=C(NC1CC1)N3N=C2","DB08338","DB08338"
"[H][C@](NC(=O)CN1C(=O)C(NS(C)(=O)=O)=CN=C1C1=CC=C(N)C=C1)(C(C)C)C(=O)C(F)(F)F","DB03202","DB03202"
"[H][C@]12O[C@]([H])(C(C(=O)OC)=C1C(=O)OC)C(=C2C1=CC=C(O)C=C1)C1=CC=C(O)C=C1","DB07932","DB07932"
"NC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H](CO[P@@]([O-])(=O)OC(=O)[C@H]([NH3+])Cc2cncn2)[C@H](O)[C@H]1O","DB04201","DB04201"
"CCCC1=CC(=O)OC2=C1C1=C(C=CC(C)(C)O1)C1=C2[C@@H](O)[C@H](C)[C@@H](C)O1","DB04886","DB04886"
"C[Se]CC([O-])=O","DB03098","DB03098"
"[H][C@@]12CC[C@@](O)(C#CC)[C@@]1(C)C[C@H](C1=CC=C(C=C1)N(C)C)C1=C3CCC(=O)C=C3CC[C@@]21[H]","DB00834","DB00834"
"O=C1C=C(OC2=C1C=CC1=CC=CC=C21)C1=CC=CC=C1","DB07453","DB07453"
"[H][C@]1(O)C[C@@]([H])(O[C@]1([H])COP(O)(O)=O)C1=CC(C)=C(F)C=C1F","DB07652","DB07652"
"[H][C@](CC)(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=C(OC)C=C2","DB08663","DB08663"
"[H][C@@]1(CCCCC=O)SC[C@]2([H])NC(=O)N[C@]12[H]","DB07497","DB07497"
"C[C@@H](O)[C@H](NC(=O)[C@@H](C)[C@H](O)[C@@H](C)NC(=O)[C@@H](NC(=O)C1=C(C)C(N)=NC(=N1)[C@H](CC(N)=O)NC[C@H](N)C(N)=O)[C@@H](OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)C1=CN=CN1)C(=O)NCCC1=NC(=CS1)C1=NC(=CS1)C(=O)NCCC[S+](C)C","DB00290","DB00290"
"OC[C@@H](O)CONC(=O)C1=CC(Br)=C(F)C(F)=C1NC1=CC=C(I)C=C1F","DB03115","DB03115"
"Cc1ccc2nc(nc2c1)[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O","DB03133","DB03133"
"[H][C@@]12C[C@@](CO)(CO[C@]1([H])C1=CC=C(O)C=C1)CC=C2C","DB07086","DB07086"
"NS(=O)(=O)C1=CC=C(C=C1)C(=O)NCC1=C(F)C=C(F)C=C1F","DB02221","DB02221"
"NC=CS","DB01968","DB01968"
"COC1=CC(=CC(OC)=C1OC)C(C)(C)C#CC1=C(C)N=C(N)N=C1N","DB07153","DB07153"
"CN1C2=C(N(CC3=CC=CC=C3)C(=N2)N2CC[NH2+]CC2)C(=O)N(C)C1=O","DB08530","DB08530"
"NC1=NC2=NN(N=C2C(O)=N1)C1=CC=CC(=C1)C(=O)NCC1=CC=CC=C1SC1=CC=CC=C1CO","DB03231","DB03231"
"N[C@@H](CS[As](O)(O)=O)C(O)=O","DB03352","DB03352"
"COC1=CC=C(C2=N[C@@H]([C@H](N2C(=O)N2CCNCC2)C2=CC=C(Cl)C=C2)C2=CC=C(Cl)C=C2)C(OC(C)C)=C1","DB04144","DB04144"
"CCC1=C(C)C2=CC3=C(CC)C(C)=C4C=C5C(C)=C(CCC(O)=O)C6=[N+]5[Cu@@]5(N7C(=CC1=[N+]25)C(C)=C(CCC(O)=O)C7=C6)[N@+]34C","DB02188","DB02188"
"O=C(N1CCN(CC1)C1C2=CC=CC=C2C2=CC=CC=C12)C1=CC2=C(NC=C2)C=C1","DB04289","DB04289"
"O[C@@H]1CO[C@H](SC[C@H]2O[C@@H](OC3=CC=C(C=C3)[N+]([O-])=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1O","DB04807","DB04807"
"[H][C@@](O)(CO)CCONC1=C(NC2=CC=CC=C12)C1=C2C=CC=CC2=NC1=O","DB07676","DB07676"
"FC1(F)OC2=C(O1)C=C(C=C1/SC(=O)NC1=O)C=C2","DB07503","DB07503"
"CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O","DB00306","DB00306"
"[H][C@]1(CCCN1C(=O)CCC(C)C)C(=O)NCC1=CC(Cl)=CC=C1","DB06868","DB06868"
"CC1=C(NC2=CC=NC3=CC(=CC=C23)C2=CSC(C=O)=N2)C=C(O)C=C1","DB07832","DB07832"
"O[C@@H]1CN2CCC[C@H](O)[C@H]2[C@@H]1O","DB02034","DB02034"
"CN(CCO[P@@](O)(=O)OP(O)(O)=O)CCC=C(/C)CCC=C(/C)CCC=C(C)C","DB08180","DB08180"
"CCC1=CC=CC=C1","DB01722","DB01722"
"[H][C@](CC(=O)NC(CC)CC)(C(N)=O)C(C)(C)C","DB08474","DB08474"
"CC(=O)NC(=O)N[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O","DB03218","DB03218"
"OC(=O)CN1C(=O)C2=C(C(=CC3=CC=CC=C23)C(O)=O)S1(=O)=O","DB08000","DB08000"
"CC(C)N1C(NC2=CC=CC=C2F)=NC2=CN=C(OC3=C(F)C=CC=C3F)N=C12","DB08097","DB08097"
"[H][C@@](CC1=CC=C(C=C1)C(F)(F)P(O)(O)=O)(NC(=O)[C@]([H])(CC1=CC=CC=C1)NC(C)=O)C(N)=O","DB07651","DB07651"
"C[C@H](C(O)=O)C(=O)SCCNC(=O)CCNC(=O)[C@@H](O)C(C)(C)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]1O[C@H]([C@H](O)[C@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N","DB04045","DB04045"
"[H][C@](C)(OC1=C(SC(=C1)N1C=NC2=CC(OC)=C(OC)C=C12)C(N)=O)C1=CC=CC=C1Cl","DB07471","DB07471"
"CN(C(=S)OC1=CC2=CC=CC=C2C=C1)C1=CC=CC(C)=C1","DB00525","DB00525"
"[H][C@]1(O)[C@@]([H])(O)[C@@]([H])(CO)O[C@@]([H])(OCCCCCCCC)[C@]1([H])O","DB07924","DB07924"
"[O-]C(=O)C(=O)C=CCC(=O)C1=CC=CC=C1","DB07911","DB07911"
"[H][C@@]1(N=C(C2=CC=CC=C2)C2=CC=CC=C2N=C1N1CC(O)C1)C1=CC=CS1","DB08698","DB08698"
"CC(C)NCC(O)COC1=CC=C(COCCOC(C)C)C=C1","DB00612","DB00612"
"FC1=CC=C(CC2CCNCC2)C=C1","DB07110","DB07110"
"NC(=N)N1C=C2C=CC=C(C2=N1)[N+]([O-])=O","DB03065","DB03065"
"N[C@@H](CCSC[C@H]1O[C@H](O)[C@@H](O)[C@@H]1O)C(O)=O","DB02321","DB02321"
"O=CCC1=CC=CC=C1","DB02178","DB02178"
"[H][C@@]12C[C@@H](O)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C","DB00620","DB00620"
"[H][C@@](C[P@@](O)(=O)[C@@]([H])(NS(=O)(=O)CCC1=CC=CC=C1)C(C)C)(C(O)=O)C1=CC=CC(CN)=C1","DB06835","DB06835"
"CCCC1=CC2=C(NC(CC(N)=O)=C2)C(CC(O)=O)=C1","DB07958","DB07958"
"COC1=CC2=C(OC(NS(=O)(=O)C3=CC(Cl)=CC=C3Cl)=N2)C(=C1)C1=CN=C(OC)C=C1","DB07321","DB07321"
"[H][C@@]1(O)CCN2C(=O)N(C(=O)[C@]12[H])C1=C(C)C(Cl)=C(C=C1)C#N","DB07286","DB07286"
"[O-][N+](=O)C1=CC(=CC=C1)[N+]([O-])=O","DB02680","DB02680"
"[H][C@@](C)(O)[C@@]([H])(N)CC1=CC=CC=C1","DB08428","DB08428"
"O=C(N[C@@H](CC1=CC=CC=C1)C(=O)N[C@H](CCC1=CC=CC=C1)CCS(=O)(=O)OC1=CC=CC=C1)OCC1=CC=CC=C1","DB04502","DB04502"
"[H][C@@](CC(C)C)(CC(=O)NO)C(=O)N[C@@]([H])(CC1=CC=CC=C1)C(=O)NC","DB08403","DB08403"
"CN(C)C1=C2C=CC=C(C2=CC=C1)S(N)(=O)=O","DB02866","DB02866"
"C(NC1=C2C=CC=CC2=NC2=C1CCCC2)C1=CC=CC=C1","DB03672","DB03672"
"ON=C1/C(=O)N(CC2=C3OCOCC3=CC(F)=C2)C2=CC=CC(C=CC3=CC=CC=C3)=C12","DB08010","DB08010"
"CC(=O)N[C@@H](CCCNC(N)=O)C(O)=O","DB02368","DB02368"
"CCN[C@H]1CN(CCCOC)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O","DB01194","DB01194"
"ONC(=O)C1=CC=C(S1)C(=O)N1CCN2C(C1)=NC=C2C1=CC=CC=C1","DB07879","DB07879"
"[H][C@]1(CN(CC2=CC=C(F)C=C2)CCN1)C(=O)NCCS","DB07736","DB07736"
"CC1(C)CC(CC(C)(C)N1O)N1C(=O)CCC1=O","DB08227","DB08227"
"C[C@H](CCC(=O)N(CCCNC(=O)[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)CCCNC(=O)[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)[C@@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C","DB01890","DB01890"
"[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(C1=CC=CC=C1)C1=CC=CC=C1)N2C","DB00245","DB00245"
"CC(C)C(O)=O","DB02531","DB02531"
"[H][C@](C)(OC1=CC=C(OC2=CC=C(Cl)C=C2Cl)C=C1)C(O)=O","DB03781","DB03781"
"COC1=CC=C(CNC(=O)NC2=NC=C(S2)[N+]([O-])=O)C=C1","DB01950","DB01950"
"CC1=NNC=C1C1=CC=C(CCN)C=C1","DB08070","DB08070"
"NCC1=CC=C2OCC3(CCN(CC3)C(=O)C3=CC=C(O3)C#CC3=CC=CC=C3)C2=C1","DB06962","DB06962"
"COCCOC1=C(OCCOC)C=C2C(NC3=CC=CC(=C3)C#C)=NC=NC2=C1","DB00530","DB00530"
"CC1(C)[C@H]2CC[C@]1(C)C(=O)C2","DB01744","DB01744"
"COC1=CC(=CC(OC)=C1)C(=O)N[C@@H]1[C@@H](O)[C@H](CO)O[C@H]1N1C=NC2=C1N=CN=C2N[C@@H]1CCCC2=CC=CC=C12","DB04477","DB04477"
"CN(C)CC(C1=CC=C(O)C=C1)C1(O)CCCCC1","DB06700","DB06700"
"[H][C@@]12C[C@H](N(C(=O)[C@H](C)N[C@@H](CCC3=CC=CC=C3)C(=O)OCC)[C@@]1([H])CCCC2)C(O)=O","DB00519","DB00519"
"[H]C12CC3([H])CC([H])(C1)CC(C2)(C3)C(=O)CN1C=CN=C1","DB07342","DB07342"
"OC[C@@H]1O[C@H](OC2=CC=C(C=C2)[N+]([O-])=O)[C@@H](O)[C@H](O)[C@H]1O","DB02632","DB02632"
"N[C@@H]1S[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O","DB03414","DB03414"
"OC(=O)C1=C(C=CS1)S(=O)(=O)NC1=CC=C(Cl)C=C1","DB08573","DB08573"
"CC=C(/N)CCC(O)=O","DB01699","DB01699"
"COC(C)(C)CCC[C@@](C)([H])CC=CC(C)=CC(O)=O","DB08175","DB08175"
"OC(=O)C(=O)CC([O-])=O","DB02637","DB02637"
"CN1CCN(CC1)C1=CC=C(C=C1)C1=CC2=C(NC=C2NC(=O)C2=CN=CC=C2)N=C1","DB06876","DB06876"
"CCCC1=NC(=C(N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1)C(O)=O)C(C)(C)O","DB00275","DB00275"
"CN1CCC(CC1)OC(C1=CC=CC=C1)C1=CC=CC=C1","DB01146","DB01146"
"O=C1C2=CC=CC3=C2C(=NN3)C2=C1C=CC=C2","DB01782","DB01782"
"CN(C)CCO[P@](O)(=O)OP(O)(O)=O","DB03165","DB03165"
"[H][C@@]12CN(C[C@]1([H])C2N)C1=C(F)C=C2C(=O)C(=CN(C3=C(F)C=C(F)C=C3)C2=N1)C(O)=O","DB00685","DB00685"
"CC1=CC=C(C=C1)C(=O)C1=CC(=C(O)C(O)=C1)[N+]([O-])=O","DB00323","DB00323"
"[H][C@@](O)(COC1=CC=C(NC2=NC(=CC=N2)C2=C(C)N=C3C=CC=CN23)C=C1)CN(C)C","DB07889","DB07889"
"CC1=NC2=C(C=CN=C2)N1C1=CC=C(CN2C(=O)SC3=C2C=CC=C3)C=C1","DB07578","DB07578"
"NC1=NC=C(O1)C(=O)C1=CC(Br)=CC=C1","DB08314","DB08314"
"CN1CCN(C)C2=CC(CN)=CC=C12","DB08685","DB08685"
"O=C1NNC(=O)C2=CC(=CC=C12)[N+]1=NC(C=CC2=CC=CC=C2)=NN1C1=NC2=C(S1)C=CC=C2","DB01897","DB01897"
"NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O","DB06696","DB06696"
"CC(C)NC(=O)NS(=O)(=O)C1=C(NC2=CC=CC(C)=C2)C=CN=C1","DB00214","DB00214"
"[H][C@](CO)(NC(=O)C(Cl)Cl)[C@]([H])(O)C1=CC=C(N)C=C1","DB04411","DB04411"
"[H][C@]1(O)[C@@]([H])(O)[C@]([H])(CO)O[C@@]([H])(OCCCCCCCC)[C@]1([H])O","DB07923","DB07923"
"CCC=C/C=C/C=C/CCCCCCCCCC(O)=O","DB04747","DB04747"
"CC(=O)NC1=NN=C(S1)S(N)(=O)=O","DB00819","DB00819"
"N[C@@H](CC1=CC(=N)C(O)=CC1=O)C(O)=O","DB03631","DB03631"
"OC(=O)C=CC(O)=O","DB04299","DB04299"
"CC(C)C[C@H](NC(=O)[C@H](CCC1=CC=CC=C1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1","DB08889","DB08889"
"OC(=O)C(=O)C(O)=O","DB03589","DB03589"
"N[C@@H](CC(N)=O)C(O)=O","DB00174","DB00174"
"CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO","DB00419","DB00419"
"C[N+](C)(C)C","DB03095","DB03095"
"CCN1N=CC2=C1N=CC(C(=O)NCC1=CC=CC=C1)=C2NC1CCOCC1","DB06909","DB06909"
"COC1=CC(CN2[C@H](CC3=CC=CC=C3)[C@@H](O)CN(CC3=CC=CC=C3)N(CC3=CC=C(O)C(OC)=C3)C2=O)=CC=C1O","DB02804","DB02804"
"O=C1N(C2CCC(=O)NC2=O)C(=O)C2=CC=CC=C12","DB01041","DB01041"
"OC[C@@H](O)[C@H](O)[C@@H](O)COP(O)(O)=O","DB02053","DB02053|DB02630|DB03745"
"CC[C@@H](C)[C@H](N)C(=O)NS(=O)(=O)NC[C@@H]1O[C@H]([C@H](O)[C@H]1O)N1C=NC2=C1N=CN=C2N","DB01755","DB01755"
"CCOC(=O)C1=CN=CN1[C@H](C)C1=CC=CC=C1","DB00292","DB00292"
"O[C@H](C(O)=O)C1=CC=CC=C1","DB02280","DB02280|DB03357"
"NC1=Nc2ccnc2C(=O)N1","DB04356","DB04356"
"OC[C@H]1O[C@H]([C@@H]2O[C@H](CP(O)(O)=O)O[C@H]12)C1=CNC2=C1NC=NC2=O","DB04753","DB04753"
"CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC2=CC=CC=C12)C(C)C","DB00782","DB00782"
"[NH3+]CCCCCCCCNC1=C2CCCCC2=[NH+]C2=CC=CC=C12","DB04617","DB04617"
"ClC1=CC=C(C=C1)C1(CCNCC1)C1=CC=C(C=C1)C1=C2N=CNC2=NC=N1","DB07856","DB07856"
"CCC(CC)N1C=CC2=C1C=CC1=C2C(N)=NC(N)=N1","DB07862","DB07862"
"CC1=CC=C(CCC(O)=O)C=C1","DB03400","DB03400"
"OC1=C(O)C(=CC=C1)C1=CC=CC=C1","DB02923","DB02923"
"N[C@@H](C[Se](=O)=O)C(O)=O","DB02442","DB02442"
"ClC1=CC=CC(=C1Cl)C1=NC2=CC=NN2C(NCC2=CC=NC=C2)=C1","DB08531","DB08531"
"C[C@H](NC1=NC=CC(=N1)C1=C(N=C(C2CCNCC2)N1C)C1=CC(=CC=C1)C(F)(F)F)C1=CC=CC=C1","DB01761","DB01761"
"OC(=O)CCCC[P@]([O-])(=O)OC1=CC=C(C=C1)[N+]([O-])=O","DB08296","DB08296"
"CC(C)(CO[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]1O[C@H]([C@H](O)[C@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)[C@@H](O)C(=O)NCCC(=O)NCC[C@H](F)C(O)=O","DB03182","DB03182"
"NC1(CC1)[P@](O)([O-])=O","DB03053","DB03053"
"ClC1=CC=C(CN(CC2=CC=C(Cl)C=C2)C2=NNN=N2)C=C1","DB04037","DB04037"
"CN[C@@H](C)CC1=CC=CC=C1","DB01577","DB01577"
"OC[C@@H](O)[C@@H]1O[C@](O)(C[C@H](O)[C@H]1O)C(O)=O","DB03548","DB03548"
"CCCCC[C@H](O)C=C[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O","DB00770","DB00770"
"NC1=Nc2ncnc2C(=O)N1","DB02377","DB02377"
"[H][C@](C)(C=C(/C)C=C[C@]([H])(N)[C@]([H])(C)C(O)=O)[C@]([H])(CC1=CC=CC=C1)OC","DB06905","DB06905"
"[Ta]1234567[Br][Ta]1189%10%11[Br][Ta]2112%12%13%14([Ta]33([Br]4)([Br]1)[Ta]821([Br][Ta]5931([Br]%12)([Br]6)[Br]%10)([Br]%13)([Br]%14)[Br]%11)[Br]7","DB04119","DB04119"
"CC1=CC=CC(=C1)C1=CC2=C(N1)C=CC(=C2)C(N)=N","DB06923","DB06923"
"CN(C)CCCC1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1","DB00215","DB00215"
"CCOC1=NC2=C(N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NOC(=O)N1)C(=CC=C2)C(=O)OCC1=C(C)OC(=O)O1","DB08822","DB08822"
"CCCCCC(=O)CP(O)(O)=O","DB07912","DB07912"
"O[Cu++](O)(N1C=CN=C1)(N1C=CN=C1)(N1C=CN=C1)N1C=CN=C1","DB03840","DB03840"
"[H][C@@](CCCC)(NC(=O)OC1(CC2=CC=CC=C2)CCCC1)C=O","DB07593","DB07593"
"OC(=O)CCCCN(CC1=CC=C(C=C1)[N+]([O-])=O)CP(O)(O)=O","DB07329","DB07329"
"[H][C@@]1(C)CN(CC2(CC2)C(N)=O)CCN1S(=O)(=O)C1=CC=C(C=C1)[C@](C)(O)C(F)(F)F","DB07624","DB07624"
"[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCC4=CC(=O)CC[C@]4(C)[C@@]3([H])[C@@]([H])(O)C[C@]12C)C(=O)CO","DB04652","DB04652"
"OC(=O)C1=C(C(O)=O)C(C(O)=O)=C(C(O)=O)C(C(O)=O)=C1C(O)=O","DB01681","DB01681"
"OC[C@H]1OC(OP(O)(O)=O)[C@@H](O)[C@@H](O)[C@@H]1O","DB02867","DB02867"
"NCC1(CC(O)=O)CCCCC1","DB00996","DB00996"
"CCCCP(O)(O)=O","DB03999","DB03999"
"[H][C@]12CN(CCN3NC4=C(C=CC=C4C3=O)C3=NC4=C(NC3=O)C=CC=C4O1)[C@]([H])(C)C2","DB06888","DB06888"
"N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N","DB01006","DB01006"
"CC[C@@H](N)C(O)=O","DB04454","DB04454"
"CCCCCCCCCCOC(S)=O","DB08684","DB08684"
"[H][C@@]12C[C@@]3([H])C[C@@](C1)(C[C@@]([H])(C2)[C@@]3([H])NC(=O)C(C)(C)OC1=CC=C(OC)C=C1)C(N)=O","DB08280","DB08280"
"CC(C)C1=CC=CC(C(C)C)=C1O","DB00818","DB00818"
"CCOC(=O)C=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H](CC(=O)[C@H](C(C)C)NC(=O)C1=NOC(C)=C1)CC1=CC=C(F)C=C1","DB05102","DB05102"
"[H][C@@]12CC[C@](C)(O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)CC[C@]12C","DB01185","DB01185"
"N[C@@H](CSCCS(N)(O)O)C(O)=O","DB02689","DB02689"
"CC(=O)NC1=CC=C(OC[C@](C)(O)C(=O)NC2=CC(=C(C=C2)[N+]([O-])=O)C(F)(F)F)C=C1","DB07423","DB07423"
"C1=CC=C(C=C1)[As+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1","DB04435","DB04435"
"OC1=CC=CC=C1C1=CC=CC=C1[S@@](O)=O","DB08319","DB08319"
"NCCCCCCNS(=O)(=O)C1=CC=CC2=C1C=CC=C2Cl","DB04513","DB04513"
"[Na+].OC1=CC=CC=C1C([O-])=O","DB01398","DB01398"
"[H][C@@](C)(O)C1=CC(=NC2=C1C=CC[C@]2([H])O)C(O)=O","DB02566","DB02566"
"[H][C@@](CCCNC(N)N)(NC(=O)[C@@]([H])(NC(=O)CCC(C)C)C(C)C)C(=O)C1=NC=CS1","DB07299","DB07299"
"[H][C@@](NC(=O)CC1=CC=CS1)(B(O)O)C1=CC(=CC=C1)C(O)=O","DB08551","DB08551"
"[H][C@@](CCCC)(NC(=O)CCC(O)=O)[P@](O)(=O)OC1=CC=CC=C1","DB07893","DB07893"
"COC1=C(C2=CC=CC(C(=S)N(C)CC(O)=O)=C2C=C1)C(F)(F)F","DB02383","DB02383"
"COC1=CC2=C(C=C1)C=C(C=C2)[C@H](C)C(O)=O","DB00788","DB00788"
"CC(=O)C1=CC=C2SC3=C(C=CC=C3)N(CCCN3CCN(CCO)CC3)C2=C1","DB01063","DB01063"
"OC1=CC2=C3C(OC(=O)C4=CC(O)=C(O)C(OC2=O)=C34)=C1O","DB08468","DB08468"
"NC1=NC(=O)N(C=C1)[C@@H]1O[C@@H](CO[P@](O)(=O)O[C@]2(C[C@@H](O)[C@H](O)[C@H](O2)[C@@H](O)CO)C(O)=O)[C@H](O)[C@H]1O","DB04482","DB04482"
"C[C@H]1O[C@@H](O[C@@H]2[C@H](CO)O[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O","DB04453","DB04453"
"CC[C@@H](N1CCCC1=O)C(N)=O","DB01202","DB01202"
"CC1=CC=C(C=C1C1=CC=C2N=C(N)N=CC2=C1)C(=O)NC1=CC=CC(=C1)C(F)(F)F","DB06925","DB06925"
"CC(=O)CC(C1=CC=C(C=C1)[N+]([O-])=O)C1=C(O)C2=CC=CC=C2OC1=O","DB01418","DB01418"
"OC1=C([C@@H](C2CC2)C2=CC=CC(NS(=O)(=O)C3=CC=CC=C3)=C2)C(=O)OC2=C1CCCCCC2","DB02033","DB02033"
"CC(C)(C)C1=CC=C(CN2CCN(CC2)C(C2=CC=CC=C2)C2=CC=C(Cl)C=C2)C=C1","DB00354","DB00354"
"CN(CC(O)=O)C(N)N","DB02490","DB02490"
"[H][C@@]1(CNS(=O)(=O)C2=CC=CC3=CN=CC=C23)C[C@]([H])(CN1)OCC1=CC=C(Cl)C=C1","DB07583","DB07583"
