"smiles","drug_id"
"C[C@@H]1CN(CC[C@]1(C(O)=O)C1=CC=CC=C1)C1CCC(CC1)(C#N)C1=CC=C(F)C=C1","DB01106"
"CN(C)CCC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1","DB01114"
"COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OC","DB01115"
"CC1=NS(=O)(=O)C2=C(N1)C=CC(Cl)=C2","DB01119"
"[H][C@@]12CCC[C@]1([H])CN(C2)NC(=O)NS(=O)(=O)C1=CC=C(C)C=C1","DB01120"
"CCCCNC(=O)NS(=O)(=O)C1=CC=C(C)C=C1","DB01124"
"CCOC(=O)OC1(CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC12C)C(=O)COC(=O)CC","DB01130"
"CCC1=CN=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1","DB01132"
"COC1=CC=CC=C1OCCNCC(O)COC1=CC=CC2=C1C1=CC=CC=C1N2","DB01136"
"CC1=C(OC2=C(C=CC=C2C(=O)OCCN2CCCCC2)C1=O)C1=CC=CC=C1","DB01148"
"CCC1=NN(CCCN2CCN(CC2)C2=CC(Cl)=CC=C2)C(=O)N1CCOC1=CC=CC=C1","DB01149"
"CNCCCN1C2=CC=CC=C2CCC2=CC=CC=C12","DB01151"
"CCN(CC)CCOC(=O)C1=C(Cl)C=C(N)C=C1","DB01161"
"COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1CCCO1","DB01162"
"O=C1CCC2=C(N1)C=CC(OCCCCC1=NN=NN1C1CCCCC1)=C2","DB01166"
"O1[As]2O[As]1O2","DB01169"
"ClC1=CC=C(C=C1)C(=O)NCCN1CCOCC1","DB01171"
"CN(C)S(=O)(=O)C1=CC2=C(SC3=CC=CC=C3N2CCCN2CCC(CCO)CC2)C=C1","DB01621"
"CN(C)S(=O)(=O)C1=CC2=C(SC3=CC=CC=C3C2=CCCN2CCN(C)CC2)C=C1","DB01623"
"OCCN1CCN(CCC=C2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1","DB01624"
"FC(F)OC1=C(OCC2CC2)C=C(C=C1)C(=O)NC1=C(Cl)C=NC=C1Cl","DB01656"
"NC[C@@H]1O[C@H](O[C@H]2[C@H](N)C[C@H](N)[C@@H](O)[C@@H]2O[C@@H]2O[C@@H](CO)[C@H](O)[C@H]2O)[C@@H](N)[C@H](O)[C@H]1O","DB03615"
"CCOC1=CC2=C(C=C1)N=C(S2)S(N)(=O)=O","DB00311"
"CCCC(CCC)C(O)=O","DB00313"
"CN(C)CCC1=CNC2=CC=C(C[C@H]3COC(=O)N3)C=C12","DB00315"
"CC(=O)NC1=CC=C(O)C=C1","DB00316"
"[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O","DB00320"
"COC1=CC2=C(C=C1)N=C(N2)S(=O)CC1=NC=C(C)C(OC)=C1C","DB00338"
"COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N(C)CCCNC(=O)C1CCCO1","DB00346"
"C[C@@H](N)[C@@H](O)C1=CC=CC=C1","DB00397"
"CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12","DB00404"
"CCN1CCC[C@H]1CNC(=O)C1=C(OC)C=CC(Br)=C1OC","DB00409"
"[Cl-].C[N+](C)(C)CCOC(N)=O","DB00411"
"CCCN[C@H]1CCC2=C(C1)SC(N)=N2","DB00413"
"COC(=O)C(C1CCCCN1)C1=CC=CC=C1","DB00422"
"CN(C)C(=O)CC1=C(N=C2C=CC(C)=CN12)C1=CC=C(C)C=C1","DB00425"
"O=C1N=CN=C2NNC=C12","DB00437"
"COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1OC","DB00440"
"COC1=C(OC)C=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC(OC)=C(OC)C=C2)C=C1","DB00661"
"CNC[C@H](O)C1=CC(O)=C(O)C=C1","DB00668"
"CNS(=O)(=O)CC1=CC2=C(NC=C2CCN(C)C)C=C1","DB00669"
"[H][C@]12C[C@@H](O)C=C[C@]11CCN(C)CC3=C1C(O2)=C(OC)C=C3","DB00674"
"CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=C(C=CC(Cl)=C3)N12","DB00683"
"[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)C4=C3)O[C@@]21O","DB00696"
"CN1N=C(SC1=N/C(C)=O)S(N)(=O)=O","DB00703"
"[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC3CC3)[C@]([H])(C4)[C@]1(O)CCC2=O","DB00704"
"CC(C)NC1=C(N=CC=C1)N1CCN(CC1)C(=O)C1=CC2=C(N1)C=CC(NS(C)(=O)=O)=C2","DB00705"
"CC(O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC(=C(C=C1)C#N)C(F)(F)F","DB01128"
"COCCCOC1=C(C)C(CS(=O)C2=NC3=CC=CC=C3N2)=NC=C1","DB01129"
"CCCCCOC1=CC=C(C=C1)C1=CC(=NO1)C1=CC=C(C=C1)C(=O)N[C@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC1=O)[C@@H](C)O)[C@H](O)[C@@H](O)C1=CC(OS(O)(=O)=O)=C(O)C=C1)[C@H](O)CC(N)=O","DB01141"
"NCCCNCCSP(O)(O)=O","DB01143"
"NS(=O)(=O)C1=CC(=C(Cl)C(Cl)=C1)S(N)(=O)=O","DB01144"
"CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1","DB01156"
"CCC(C)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=NC=N3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1","DB01167"
"CN(C)CCC(C1=CC=CC=C1)C1=CC=CC=N1","DB01620"
"CCN(CC)CCS(=O)(=O)[C@]1([H])CCN2C(=O)C3=COC(=N3)CC(=O)C[C@H](O)C=C(C)/C=CCNC(=O)C=C/[C@@H](C)[C@@H](C(C)C)OC(=O)C12","DB01764"
"CC1=CC=C(C=C1)C(=O)C1=CC(=C(O)C(O)=C1)[N+]([O-])=O","DB00323"
"CN1CCN(CC1)C(=O)O[C@@H]1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1","DB00402"
"COC1=CC=CC=C1OCC(O)COC(N)=O","DB00423"
"CCN(CC)CCN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1F","DB00690"
"[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@]([H])(O)CC[C@]12C","DB01708"
"[H][C@]12SCC(COC(C)=O)=C(N1C(=O)[C@H]2NC(=O)CSC1=CC=NC=C1)C(O)=O","DB01139"
"[H][C@]12SCC(C)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(O)=O","DB01140"
"CC(C)(C)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1","DB00342"
"OC(CN1C=CN=C1)(P(O)(O)=O)P(O)(O)=O","DB00399"
"COC1=CC(OC)=C(Cl)C2=C1C(=O)[C@]1(O2)[C@H](C)CC(=O)C=C1OC","DB00400"
"[N]=O","DB00435"
"ClC1=CC=CC(=C1)N1CCN(CCCN2N=C3C=CC=CN3C2=O)CC1","DB00656"
"ClC1=CC(Cl)=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1","DB01110"
"COC1=C(OC)C=C(CC2=NC=CC3=CC(OC)=C(OC)C=C23)C=C1","DB01113"
"[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])NC(=O)C=C[C@]4(C)[C@@]3([H])CC[C@]12C)C(=O)NC1=CC(=CC=C1C(F)(F)F)C(F)(F)F","DB01126"
"CC(C)N=C(/N)N=C(N)NC1=CC=C(Cl)C=C1","DB01131"
"OP(O)(=O)C(SC1=CC=C(Cl)C=C1)P(O)(O)=O","DB01133"
"FC(F)(F)C(Cl)Br","DB01159"
"[H][C@]12SCC(C=C)=C(N1C(=O)[C@H]2NC(=O)C(=N/OCC(O)=O)C1=CSC(N)=N1)C(O)=O","DB00671"
"[H][C@]12SCC(COC(N)=O)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)C1=CC=CO1)C(O)=O","DB01112"
"[H][C@]12SCC(C=CC)=C(N1C(=O)[C@@]2([H])NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(O)=O","DB01150"
"NCCCN1CCN(CCCNC(=O)C2=CC(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=CC(=C2)[N+]([O-])=O)CC1","DB03235"
"CON=C1/CN(CC1CN)C1=NC2=C(C=C1F)C(=O)C(=CN2C1CC1)C(O)=O","DB01155"
"[H][C@@]1(O[C@]([H])([C@H](NC(=O)C2C[C@@H](CCC)CN2C)[C@@H](C)O)[C@H](O)[C@H](O)[C@H]1O)SC","DB01627"
"CCOC(=O)CC[C@@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H](CC(=O)[C@@H](NC(=O)C1=NOC(C)=C1)C(C)C)CC1=CC=C(F)C=C1","DB02313"
"CC(N)CC1=CC=CC=C1","DB00182"
"CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C1=CN=CC=N1)B(O)O","DB00188"
"CC(C)(N)CC1=CC=CC=C1","DB00191"
"CN(CCOC1=CC=C(NS(C)(=O)=O)C=C1)CCC1=CC=C(NS(C)(=O)=O)C=C1","DB00204"
"[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=C(F)C=CC=C1Cl)C(O)=O","DB00301"
"[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1(N)CCCCC1)C(O)=O","DB01000"
"COC1=CC2=C(C(OC)=C1OC)C1=CC=C(OC)C(=O)C=C1C(CC2)NC(C)=O","DB01394"
"CN(CC1=CC2=C(NC(C)=NC2=O)C=C1)C1=CC=C(S1)C(=O)N[C@@H](CCC(O)=O)C(O)=O","DB00293"
"OC(=O)C1=CC(=CC=C1O)N=NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=C1","DB00795"
"CCC1(CCC(C)C)C(=O)NC(=O)NC1=O","DB01351"
"N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N","DB01006"
"CN1N(C(=O)C=C1C)C1=CC=CC=C1","DB01435"
"NC1=NC(N)=C(C=C1)N=NC1=CC=CC=C1","DB01438"
"CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1","DB01039"
"O[C@@H]1[C@@H](O)[C@@H](O[C@H]1COP(O)(O)=O)N1C=CC(=O)NC1=O","DB03685"
"N[C@@H](CCC(=O)N[C@H](CSCC1=CC=C(C=C1)[N+]([O-])=O)C(=O)NCC(O)=O)C(O)=O","DB03686"
"C[C@@](O)(CO)[C@@H](O)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]1O[C@H]([C@H](O)[C@H]1O)N1C=CC(N)=NC1=O","DB03687"
"OCCC(O)=O","DB03688"
"CCCCCCCCC=CCCCCCCCC(=O)OC[C@@H](CO[P@](=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCCC=CCCCCCCCC","DB03690"
"[H][C@](O)(CC(O)=O)C(=O)N[C@@]([H])(CCC1=CC=CC=C1)C(=O)NCCC(C)C","DB03691"
"[H][C@](N)(COS(=O)(=O)CCCCCCCCCCCCCCCC)C(O)=O","DB03692"
"NCCNS(=O)(=O)C1=CC=C(Cl)C2=C1C=NC=C2","DB03693"
"COC1=CC(CC2=C(C)C3=C(N=C2)N=C(N)N=C3N)=C(OC)C=C1","DB03695"
"C[C@@H](CCC=C(C)C)[C@@H]1CC[C@]2(C)C3=C(CC[C@]12C)[C@]1(C)CC[C@@H](O)C(C)(C)[C@H]1CC3","DB03696"
"NCCCCNC(=O)C1=CC=C(C=C1)S(N)(=O)=O","DB03697"
"CCCCC[C@@H](SCC=O)CC=CC(=O)SCCNC(=O)CCN[C@@H](O)C(=O)C(C)(C)CO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]1O[C@H]([C@H](O)[C@H]1OP(O)(O)=O)[n+]1cnc2c(N)ncnc12","DB03698"
"CC(C)(CO[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]1O[C@H]([C@H](O)[C@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCC(O)=O","DB03699"
"C[C@@H](O)[C@@H](N)C(O)=O","DB03700"
"CC(C)[C@@H](NC(=O)C1=CC=C(C=C1)C(=O)NCC(O)=O)C(=O)N1CCC[C@@H]1C(=O)N[C@H](C(C)C)C(=O)C(F)(F)F","DB03702"
"OC1CCCCC1","DB03703"
"OCCCCCCCCCCCC(O)=O","DB03704"
"CNC1=C(C(=O)NC(N)=N1)[N+]([O-])=O","DB03705"
"N[C@@H](CCC(=O)N[C@H](CS[C@H](CO)COC1=CC=C(C=C1)[N+]([O-])=O)C(=O)NCC(O)=O)C(O)=O","DB03706"
"CCSC(N)=NC1=CC=CC=C1","DB03707"
"NC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H](CO[P@](O)(=O)OS(O)(=O)=O)[C@H](O)[C@H]1O","DB03708"
"OCCN(CCO)CC(O)=O","DB03709"
"CCCC(=[NH2+])NCCC[C@@H](N)C(O)=O","DB03710"
"CCC(=O)CCC(C)(C)O","DB03711"
"CC(=O)N[C@@H](CC1=CC=C(CC(O)=O)C(=C1)C(O)=O)C(=O)N[C@@H]1CCCCN(CC2=CC=C(C=C2)C2=CC=CC=C2)C1=O","DB03712"
"[H][C@@](CCC(O)=O)(NC(=O)C1=CC2=C(C=C1)C=C(C=C2)C(F)(F)P(O)(O)=O)C(N)=O","DB03714"
"CCCCCCCCCCCCCCC","DB03715"
"O[C@H]1[C@H](CF)O[C@H]([C@@H]1O)N1C=N[C@@H]2C1=NC=NC2=N","DB03716"
"O[C@H]1CO[C@@H](O[C@@H]2CCNC(=O)[C@@H]2O)[C@H](O)[C@H]1O","DB03717"
"CCNC(=O)[C@@H]1O[C@H]([C@H](O)[C@H]1O)N1C=NC2=C1N=CN=C2N","DB03719"
"CC(=O)N[C@H]1[C@H](O)C[C@](O)(O[C@@H]1[C@@H](O)[C@@H](O)CO)C(O)=O","DB03721"
"CC1=CC=CC2=C1CCNC2=O","DB03722"
"C[C@@H]1O[C@H](O[P@](O)(=O)O[P@@](O)(=O)OC[C@H]2O[C@@H](C[C@@H]2O)N2C=C(C)C(=O)NC2=O)[C@@H](O)[C@H](O)[C@H]1O","DB03723"
"NC1=NC2=C(N=CN2[C@@H]2O[C@@H](CO[P@@](O)(=O)O[P@@](O)(=O)CP(O)(O)=O)[C@H](O)[C@H]2O)C(=O)N1","DB03725"
"O[C@H]1[C@H](COP(O)(O)=O)O[C@H]([C@@H]1O)N1C=NC2=C1N=CN=C2","DB03726"
"Cc1c2Cc3nc(Cc4nc(Cc5nc(Cc(n2)c1CCC(O)=O)c(C)c5CCC(O)=O)c(C)c4CCC(O)=O)c(C)c3CCC(O)=O","DB03727"
"OC(=O)C1=CC=C(Cl)C=C1","DB03728"
"Nc1nc2ccc(O)cc2n1","DB03729"
"CN1C=NC2=C1[N+](C)=CN=C2N","DB03730"
"N[C@@H](CSCC[B](O)(O)O)C(O)=O","DB03731"
"O[C@H]1O[C@H](CO[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]2O[C@H]([C@H](OP(O)(O)=O)[C@H]2O)N2C=NC3=C2N=CN2C=CN=C32)[C@@H](O)[C@@H]1O","DB03732"
"ClCCCl","DB03733"
"ONC(=O)[C@H](O)[C@@H](O)[C@@H](O)C([O-])=O","DB03734"
"CC1=NC=NC2=C1N=CN2[C@H]1C[C@@H](O)[C@H](CO)O1","DB03735"
"C[C@H](CC1CC1)C=O","DB03736"
"[H][C@](C)(O)[C@]([H])(N)[C@]([H])(O)C#CC1=C(F)C=CC2=C1C(=CC1=C(OC)C=CN1)C(=O)N2","DB03737"
"OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NC=CS","DB03738"
"ON=C1/C[C@](O)(C[C@H](O)[C@H]1O)C(O)=O","DB03739"
"CC(=O)N[C@H]1[C@H](O)O[C@H](CO)[C@H](O)[C@@H]1O","DB03740"
"CC[C@@H](C)C(O)=O","DB03741"
"OC1=CC=C(C=C1)[C@H]1SC2=CC(O)=CC=C2O[C@@H]1C1=CC=C(OCCN2CCCCC2)C=C1","DB03742"
"[H][C@@](CC1=CC=CC=C1)(NC(=O)C1=CC2=C(N1)C=CC(Cl)=C2)C(=O)N1CC(C1)C(O)=O","DB03744"
"OC[C@@H](O)[C@H](O)[C@@H](O)COP(O)(O)=O","DB03745"
"N[C@H]1C=C(C[C@@H](O)[C@@H]1O)C([O-])=O","DB03746"
"CC1=N[C@H]2[C@H](O[C@@H](CO)[C@H](O)[C@H]2O)S1","DB03747"
"CN([C@H]1CC[C@@H](CC1)C1=CC=C(CN2CCCCC2)C=C1)C(=O)OC1=CC=C(Cl)C=C1","DB03748"
"CCC1=C(O)C=C(O)C(=C1)C1=NNC=C1C1=CNC=N1","DB03749"
"CC(C)CC(O)=O","DB03750"
"CC1=CN([C@H]2C[C@@H](O)[C@H](CO[P@](O)(=O)O[P@@](O)(=O)O[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)O2)C(=O)NC1=O","DB03751"
"[H][C@@](C)(C(O)=O)C1=CC=C(C=C1)C(=O)C1=CC=C(I)S1","DB03752"
"COC(=O)[C@@H](C)C1=CC=C(C(F)=C1)C1=CC=CC=C1","DB03753"
"[NH3+]C(CO)(CO)CO","DB03754"
"NC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H](CO[P@](O)(=O)O[P@@](O)(=O)C[P@](O)(=O)OP(O)(O)=O)[C@H](O)[C@H]1O","DB03755"
"C[C@H](NC(=O)[C@@H](C)NC(=O)OC(C)(C)C)C(N)=O","DB03757"
"[H][C@@]12CCCCC(=O)C[C@@]3([H])[C@]([H])(Cl)C(=O)CC(=O)[C@@]3([H])C(=O)O[C@]([H])(C)C[C@@]1([H])O2","DB03758"
"[O-][N+](=O)C1=CC2=NC(=O)C(=O)N=C2C=C1[N+]([O-])=O","DB03759"
"[H][C@](S)(CCS)CCCCC(O)=O","DB03760"
"O[C@@H]1C[C@@H](O[C@H]1COP(O)(O)=O)N1C=C(F)C(=O)NC1=O","DB03761"
"CN1C=C([C@H]2C[C@@H](O)[C@H](CO)O2)C(=O)NC1=O","DB03763"
"NC1=NC(=O)N(C=C1)[C@@H]1O[C@@H](CO)[C@H](O)[C@H]1OP(O)(O)=O","DB03765"
"CCC(O)=O","DB03766"
"[H][C@@](COCC1=CC=CC=C1)(NC(=O)[C@]([H])(CC(C)C)NC(=O)N1CCOCC1)C#N","DB03767"
"CC(C)CCN(C[C@@H](O)[C@@H]1CC2=CC=C(OCCCC(=O)N[C@@H](C(C)C)C(=O)N1)C=C2)S(=O)(=O)C1=CC=CC=C1","DB03768"
"NC1=NC=NC2=C1N=CN2C[C@H](O)[C@@H](O)C(O)=O","DB03769"
"CN(CC=C)CC=CCOC1=CC2=C(C=C1)C(=CO2)C1=CC=C(Br)C=C1","DB03771"
"[H][C@@]1(O)C[C@@]([H])(O)[C@]([H])(OCCCCCC)O[C@]1([H])CO","DB03772"
"C[C@@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@H]1O","DB03773"
"[H][C@@]1(C)NC(=O)N[C@]1([H])CCCCCC(O)=O","DB03775"
"CN(C)CCCN1C=C(C2=C1C=CC=C2)C1=C(C(=O)NC1=O)C1=CNC2=C1C=CC=C2","DB03777"
"N[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@@H]1O[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O","DB03779"
"NC1=NC2=CC=CC=C2C(=O)N1","DB03780"
"[H][C@](C)(OC1=CC=C(OC2=CC=C(Cl)C=C2Cl)C=C1)C(O)=O","DB03781"
"[H]C12CC3([H])CC([H])(C1)CC(C2)(C3)NC(=O)NCC1=CC=C(NC(N)=N)C=C1","DB03782"
"CCOC1=CC=C(NC(C)=O)C=C1","DB03783"
"CCCCCCCCC=CCCCCCCCC(N)=O","DB03784"
"[H][C@@](O)(CC[C@@]1([H])[C@@]([H])(C)C=CC2=C[C@]([H])(C)C[C@]([H])(OC(=O)[C@@]([H])(C)CC)[C@]12[H])C[C@@]([H])(O)CC(O)=O","DB03785"
"CC1=NC=C(COP(O)(O)=O)C(CN[C@@H]2CONC2=O)=C1O","DB03787"
"CC1=CC(OCC(O)=O)=CC(C)=C1CC1=CC=C(O)C(CC2=CC=CC=C2)=C1","DB03788"
"CS(=O)(=O)CC[C@@H](N)C(O)=O","DB03790"
"OC(=O)CC1=CC=CC(OCCCN(C[C@@H](C2CCCCC2)C2=CC=CC=C2)CC2=CC=CC(=C2Cl)C(F)(F)F)=C1","DB03791"
"NC1=CNC(=O)NC1=O","DB03792"
"OC(=O)C1=CC=CC=C1","DB03793"
"CC(C)(CO)C(=O)C(O)=O","DB03795"
"CCCCCCCCCCCCCCCC(O)=O","DB03796"
"NC1=NC(=O)N(C=C1)[C@H]1C[C@@H](O)[C@H](COP(O)(O)=O)O1","DB03798"
"N[C@@H](CCSC(F)(F)F)C(O)=O","DB03799"
"CC1=CC2=NC3=C(N=C2C=C1C)C(=O)NC(=O)N3","DB04345"
"C[C@]1(O)OC[C@@H](O)C1(O)O","DB04346"
"O[C@@H]1C[C@@H](C=C(O)[C@@H]1O)C(O)=O","DB04347"
"C[C@H](CCC(=O)NCCS(O)(=O)=O)[C@@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C","DB04348"
"C[C@H](O)CO","DB04349"
"CC(=O)NC(N)=NCCC[C@@H]1NC(=O)[C@H](CCCC(O)=O)NC(=O)[C@H](CC2=CN=CN2)N2[C@H](O)C[C@H](NC(=O)[C@H]3CCCN3C1=O)C2=O","DB04350"
"[O-]C(=O)CC(=CC([O-])=O)C([O-])=O","DB04351"
"O[C@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]1O","DB04352"
"CC(C)(C)OC(=O)N[C@@H](CC1=CC=CC=C1)C(=O)C[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](CC1=CC=CC=C1)C(N)=O","DB04353"
"OC[C@@H]1O[C@H](O[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]2O[C@H]([C@H](O)[C@H]2O)N2C=CC(=O)NC2=O)[C@@H](O)[C@H](O)[C@H]1O","DB04355"
"NC1=Nc2ccnc2C(=O)N1","DB04356"
"OS(=O)(=O)C=C","DB04359"
"OB(O)C1=CC2=C(S1)C=CC=C2","DB04360"
"CN=N","DB04361"
"CCC1=C(C)C(=O)NC1=CC1=NC(=C/c2nc(C=C3/NC(=O)C(C)=C3CC)c(CCC(O)=O)c2C)C(C)=C1CCC(O)=O","DB04363"
"COC(=O)C1=CCCN(C)C1","DB04365"
"N[C@H]1[C@H](CO[P@](O)(=O)OP(O)(O)=O)O[C@H]([C@@H]1O)N1C=NC2=C1N=CN=C2N","DB04366"
"NC1=NC(C(=O)N1)=C1/CCNC(=O)c2nccc12","DB04367"
"[H][C@@](CCCC)(CN(O)C=O)C(=O)N[C@]([H])(C(=O)N(C)C)C(C)(C)C","DB04368"
"OB1OCCO1","DB04369"
"COC1=CC(=CC=C1)N1C=CC2=C(SC(=C2)S(N)(=O)=O)S1(=O)=O","DB04371"
"CCCCCC=CCC=CCCCCCCCC(=O)OC[C@@H](CO[P@](=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCC=CCC=CCCCCC","DB04372"
"CC(C)C[C@@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)COC1=C(C)C=CC=C1C)NC(=O)C1=CC=CC(N)=C1","DB04373"
"CCCCCC(CCCCC)SC1=C(N=NN1)C(O)=O","DB04374"
"CN1[C@H](CNC2=CC=C(C=C2)C(=O)N[C@H](CCC(O)=O)C(O)=O)CNC2=C1C(=O)NC(N)=N2","DB04375"
"[H][C@]12[C@]3([H])C=C(CO)C[C@]4(O)C(=O)C(C)=C[C@@]4([H])[C@@]3(O)[C@]([H])(C)[C@@]([H])(O)[C@@]1(OC(C)=O)C2(C)C","DB04376"
"CC(O)(CC(O)=O)CC(O)=O","DB04377"
"CC(C)C[C@@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)COC1=C(C)C=CC=C1C)NC(=O)C1=CC=C(N)C=C1","DB04378"
"[H][C@@](C)(N(C)C=O)C1=CC=CC=C1","DB04379"
"NC(=O)NC(NC(N)=O)C([O-])=O","DB04380"
"CC=CC=O","DB04381"
"OC[C@@H]1O[C@H](O)C[C@H](O)[C@H]1O","DB04382"
"NC1=CC(=O)N(C=C1)[C@@H]1O[C@@H](CO)[C@H](O)[C@H]1O","DB04385"
"C[C@]1(OC[C@H]2O[C@@H](O)[C@H](O)[C@@H](O)[C@H]2O1)C(O)=O","DB04386"
"N[C@H](CO)CC1CCCCC1","DB04387"
"N[C@@H](CCC=O)C(O)=O","DB04388"
"NC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H](CO[P@@](O)(=O)C[P@](O)(=O)O[P@](S)(=O)OC[C@@H]2O[C@H]([C@H](O)[C@H]2O)N2C=NC3=C2N=CN=C3N)[C@H](O)[C@H]1O","DB04389"
"CC[C@H](C)[C@@H](NC(=O)[C@@H](O)CC1=CC=C(O)C=C1)C(=O)N1[C@@H]2C[C@@H](CC[C@H]2C[C@H]1C(=O)NCCCCNC(N)=N)OS(O)(=O)=O","DB04391"
"[H][C@@]1(C[C@@]2([H])C(=O)OC3=C(C=CC=C3)C2=O)C(=O)OC2=CC=CC=C2C1=O","DB04392"
"OC1=C(OC2=CC=C(Cl)C=C2)C=CC(Cl)=C1","DB04393"
"NS(=O)(=O)C1=CC=C(N2CCCC2=O)C(=C1)[N+]([O-])=O","DB04394"
"NC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H](CO[P@](O)(=O)O[P@@](O)(=O)NP(O)(O)=O)[C@H](O)[C@H]1O","DB04395"
"OC[C@H]1O[C@@H](S[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O","DB04396"
"O[C@@H]1[C@@H](O)[C@H](CO[V](O)(=O)=O)O[C@H](OP(O)(O)=O)[C@H]1O","DB04397"
"C[C@@H](O)C(O)=O","DB04398"
"C[C@@H](O)[C@@H](O)C1=NC2=C(NC1)N=C(N)NC2=O","DB04400"
"C[N+](C)(C)CC=O","DB04401"
"CN(C)C1=N[C@@H]2[C@@H](O)[C@@H](O)[C@H](CO)[C@@H]2O1","DB04404"
