"smiles","drug_id"
"CC1=C(Br)C(=O)OC2=C(Br)C(O)=CC=C12","DB07802"
"OC(=O)C1=CNC(=N1)C1=CC=CC=C1","DB07803"
"[H][C@@](C)(N1CC[C@]([H])(NS(=O)(=O)C2=NNC(=N2)C2=CC=C(Cl)S2)C1=O)C(=O)N1CCOCC1","DB07804"
"CC(C)(CCl)C(=O)NC1=CC=C(C=C1)C(F)(F)F","DB07805"
"[H][C@@](NC(=O)CC1=CC=CC=C1)(C(=O)NCC1=CC=CC=C1)[C@]1([H])N[C@@]([H])(C(O)=O)C(C)(C)S1","DB07806"
"[H][C@@]1(O)CN(CCCC2=CC=CC=C2)C[C@]([H])(CO)[C@@]1([H])O","DB07807"
"[H][C@@]1(C[C@@]1([H])C(=O)NC1=CC(F)=CC=C1F)C(O)=O","DB07808"
"CC1=CC=CC(=C1)C(=O)C1=CC=NC(NCC2=CC=C(C=C2)C(N)=N)=C1","DB07809"
"OC1=CC=C(CCC(=O)C2=C(O)C=C(O)C=C2O)C=C1","DB07810"
"CC1=NN=C(O1)C1=CC=C(C(C)=C1)C1=CC(=CC=C1C)C(=O)NC1CC1","DB07811"
"[H][C@](CN)(NC(=O)C1=CC=C(S1)C1=C2C=CNC2=NC=C1)C1=CC=CC=C1","DB07812"
"[H][C@@](C)(NC(=O)CN)C(=O)N1CCC[C@@]1([H])C(=O)NC1=CC=C2C=CC=CC2=C1","DB07813"
"[H][C@@]12CC[C@]3(O)C[C@]1(CC3=C)[C@@]([H])(C(O)=O)[C@]1([H])[C@]3(C)C(=O)O[C@]21C=C[C@]3([H])O","DB07814"
"[H][C@@]12C[C@@]3(CC1=C)[C@@]([H])(CC2)[C@@]12CC[C@]([H])(O)[C@@](C)(C(=O)O1)[C@@]2([H])[C@]3([H])C(O)=O","DB07815"
"OC(=O)CN=C(NC(C1=CC=CC=C1)C1=CC=CC=C1)NC1=CC=C(C=C1)C#N","DB07816"
"O=C(NC1=NC=CS1)NC1=CC(=CC=C1)S(=O)(=O)N1CCN(CC1)C1=CC=CC=N1","DB07817"
"ONC(=O)C=CC1=CC=C(Cl)C=C1Cl","DB07818"
"ONC(=O)C=CC1=CC=C(Cl)C=C1","DB07819"
"CCOCN1C(=O)NC(=O)C(C(C)C)=C1CC1=CC(C)=CC(C)=C1","DB07820"
"[H][C@](C)(O[P@]([H])(C)=O)C(C)(C)C","DB07821"
"[H][C@](C)(O[P@@]([H])(C)=O)C(C)(C)C","DB07822"
"[H][C@@](C)(N1C(=O)[C@@]2([H])[C@@]3([H])CC[C@]([H])(C3)[C@@]2([H])C1=O)C(O)=O","DB07823"
"CCC1=C(C)NN(C1=O)C1=NN=NN1","DB07824"
"[H][C@]1(CN(C(=O)C1)C1=CC=C(C=C1)C(C)=O)C(O)=O","DB07825"
"ClC1=CC=C(OCC(=O)NC2=CC=CC=C2)C(=C1)C(=O)C1=CC=CC=C1","DB07826"
"CN1C(=O)N(CC2=CC=C(C=C2)C(O)=O)C(=O)C2=C1C=CC(=C2)C#CCC1=CC=CC=C1","DB07827"
"FC1=CC=C(C=C1)C1=NNC=C1C1=CC=NC=C1","DB07829"
"[H][C@]1(N)CN(CCC2=CC=C3OCOC3=C2)C(=O)C[C@]1([H])C1=CC(F)=C(F)C=C1F","DB07830"
"CCCC1=CC=C(NC(=O)C2=CC=CC=C2NCC2=CNC(=O)C=C2)C=C1C(F)(F)F","DB07831"
"CC1=C(NC2=CC=NC3=CC(=CC=C23)C2=CSC(C=O)=N2)C=C(O)C=C1","DB07832"
"CC1=NN=C(O1)C1=CC=C(C)C(=C1)C1=CC=C(C=C1)C(=O)NC1=CC(=CC=C1)C#N","DB07833"
"CC1=NN=C(O1)C1=CC=C(C)C(=C1)C1=CC=C(C=C1)C(=O)NCC1CC1","DB07834"
"CC1=CC=C(C=C1C1=CC=C(C=C1)C(=O)NCC1CC1)C(=O)NC1CC1","DB07835"
"[H][C@](COCCCCCCCCCC)(COCC(F)(F)F)O[P@](O)(=O)OC","DB07836"
"OC(=O)CC1=CC=C(C=C1)C1=CNC2=NC=C(C=C12)C1=CC=C2C=CC=CC2=C1","DB07837"
"OC1=C(C=C2/SC(=S)N(CC3=CC=CC=C3)C2=O)C=CC=C1[N+]([O-])=O","DB07838"
"[H][C@@](CC1CCCCC1)(NC1=NC2=CC=CC=C2O1)C(=O)NCCNC1=CC=C(OC)C=C1","DB07839"
"COC1=CC(=CC=C1)C(O)=C1/C=NC2=NC=CC(=C12)C1=CC(F)=CC(F)=C1","DB07840"
"CC(C)=CCCC(C)=C/CCC(C)=CCCC(C)=CCO[P@@](O)(=O)OP(O)(O)=O","DB07841"
"[H][C@@](CC1=CC=CC=C1)(OC1=CC=C(CC)C=C1)C(O)=O","DB07842"
"[H][C@@](C)(N1CC[C@]([H])(NS(=O)(=O)C2=CC3=C(S2)C=CC(Cl)=C3)C1=O)C(=O)N1CCOCC1","DB07843"
"[H][C@@](C)(N1CC[C@]([H])(NS(=O)(=O)C2=CC3=C(S2)C=C(Cl)C=C3)C1=O)C(=O)N1CCOCC1","DB07844"
"COC1=C(NC2=NC3=C(C=CN3)C(NC3=CC=CC(F)=C3C(N)=O)=N2)C=CC(CS(C)(=O)=O)=C1","DB07845"
"[H][C@@]12N(C)C3=CC=C(OC(=O)NC4=CC=CC=C4CC)C=C3[C@@]1(C)CC[N@+]2(C)[O-]","DB07846"
"[H][C@@](C)(N1CC[C@]([H])(NS(=O)(=O)C2=CC3=CC=C(Cl)C=C3C=C2)C1=O)C(=O)N1CCOCC1","DB07847"
"[H][C@@](C)(N1CC[C@]([H])(NS(=O)(=O)C2=CC3=C(N2)C=CC(Cl)=C3)C1=O)C(=O)N1CCOCC1","DB07848"
"[H][C@](N)(CSCCCCCCCCC)C(O)=O","DB07849"
"[H][C@]1(CCCC[C@]1([H])C1=NNC(=S)N1)C(O)=O","DB07850"
"[H][C@]1(N)CCN(C[C@@]1([H])C1=CC(C)=CC=C1)C1=CC(OC)=C(OC)C=C1","DB07851"
"CC1=NC(=NN1C1=CC(Cl)=CC(Cl)=C1)C(O)=O","DB07852"
"N#CCC1C=CC(C=C1)=NC1=NC2=CC=CC=C2C(NC2=NNC(=C2)C2CC2)=N1","DB07853"
"CNCC1=CC=C(C=C1)C1=NC=NC2=C1N=CN2","DB07854"
"[H][C@](N)(C1=CC=CC=C1)C1=CC=C(C=C1)C1=C2N=CNC2=NC=N1","DB07855"
"ClC1=CC=C(C=C1)C1(CCNCC1)C1=CC=C(C=C1)C1=C2N=CNC2=NC=N1","DB07856"
"[H][C@](CN)(C1=CC=C(Cl)C=C1)C1=CC=C(C=C1)C1=CNN=C1","DB07857"
"[H][C@@](CN)(C1=CC=C(Cl)C=C1)C1=CC=C(C=C1)C1=CNN=C1","DB07858"
"ClC1=CC=C(C=C1)C1(CCNCC1)C1=CC=C(C=C1)C1=CNN=C1","DB07859"
"[H][C@@](CN)(C1=CC=CC=C1)C1=CC=C(Cl)C=C1","DB07860"
"[H][C@](CC1=CC2=C(C=CC=C2)C=C1)(NS(=O)(=O)C1=CC2=C(C=CC=C2)C=C1)C(=O)NO","DB07861"
"CCC(CC)N1C=CC2=C1C=CC1=C2C(N)=NC(N)=N1","DB07862"
"[O-][N+](=O)C1=CC=C(Cl)C(=C1)C(=O)NC1=CC=CC=C1","DB07863"
"CC(C)C1=C(OC#CC2CC2)C2=CC(F)=CC=C2NC1=O","DB07864"
"O=C1CCCC(NC2=NN=NN2)=C1","DB07865"
"CCC[C@]1(C)SC(NC2CCCCCCC2)=NC1=O","DB07866"
"CCCC1=C(OC2CCCCC2)C2=CC(Cl)=CC=C2NC1=O","DB07867"
"CCCC1=C(SC2CCCCC2)C2=CC(Cl)=CC=C2NC1=O","DB07868"
"CCCC1=C(C2=CC(Cl)=CC=C2NC1=O)[S@@](=O)C1CCCCC1","DB07869"
"[H][C@](C)(OC1=CC=C(OC2=NC=C(C=C2Cl)C(F)(F)F)C=C1)C(O)=O","DB07870"
"CC(C)C1=C(OC2CCCCC2)C2=CC(Cl)=CC=C2NC1=O","DB07871"
"[H][C@]1(CCN(CC(=O)NC2=C(F)C=C(C=C2)N2C=CC=CC2=O)C1)NC(=O)C1=CC=C(Cl)S1","DB07872"
"CCCCCCCCCCCC(O)(P(O)(O)=O)P(O)(O)=O","DB07873"
"COC1=CC(=CC=C1)C1=CC(=CC=C1)[C@]1(C)CC(=O)N(C)C(N)=N1","DB07874"
"[H][C@]1(O)CN(CC(=O)NC2=C(F)C=C(C=C2)N2C=CC=CC2=O)C[C@]1([H])NC(=O)C1=CC=C(Cl)S1","DB07875"
"[H][C@]1(C)CNCCCN1S(=O)(=O)C1=C2C(C)=CN=CC2=CC=C1","DB07876"
"CC(C)NCCCN1C(SC2=C(Br)C=C3OCOC3=C2)=NC2=C1N=CN=C2N","DB07877"
"CC=CC[C@]([H])(C(C)=O)N1N=NC(=C1)[C@](C)(C(C)C)NC(=O)C1=CC=CC=C1","DB07878"
"ONC(=O)C1=CC=C(S1)C(=O)N1CCN2C(C1)=NC=C2C1=CC=CC=C1","DB07879"
"OC(=O)C1=CC=CC=C1N=NC1=CC=C(O)C=C1","DB07880"
"[H][C@](CC1=CC=CC=C1)(NC(=O)CCCC(O)=O)[P@](O)(=O)OCC(=O)NCCC1=CC=CC=C1","DB07881"
"[H][C@@]12O[C@]1(C)CC[C@]1([H])[C@]2(C)CCC[N@+]1([O-])CC(=O)NC1=CC=C(NC(=O)CCCC(O)=O)C=C1","DB07882"
"[H][C@]12CC[C@]([H])(C1)[C@](N)(C(=O)C1=CC=CC=C1)[C@]2([H])C1=CC=CC=C1","DB07883"
"[H][C@@]1(CC)N(C(=O)OC(C)C)C2=CC(F)=CC=C2NC1=O","DB07884"
"[H][C@@]1(CSC)N(C(=O)OC(C)C)C2=C(NC1=S)C=CC(OC)=C2","DB07885"
"[H][C@@]1(CO)COB(O1)C1=CC=C(CNC(N)=N)C=C1","DB07887"
"[H][C@]1(CC(=O)OC)CC(=NO1)C1=CC=C(O)C=C1","DB07888"
"[H][C@@](O)(COC1=CC=C(NC2=NC(=CC=N2)C2=C(C)N=C3C=CC=CN23)C=C1)CN(C)C","DB07889"
"OC1=C(SCCC=CP(O)(O)=O)C=CC=C1","DB07890"
"CC1=C(SC2=CC=CC=C2)N(COCCO)C(=O)NC1=O","DB07892"
"[H][C@@](CCCC)(NC(=O)CCC(O)=O)[P@](O)(=O)OC1=CC=CC=C1","DB07893"
"OC1=CC=C(F)C=C1SCCC=CP(O)(O)=O","DB07894"
"[H][C@@](C)(CCCC(C)C)CCC[C@@]([H])(C)C[C@@]([H])(O)P(O)(O)=O","DB07895"
"[H][C@@](O)(C(O)=O)C1=CC=C(O)C=C1","DB07896"
"OCCCCCCCCNCO","DB07897"
"[H][C@@](COC(=O)CCC)(COP(O)(O)(O)O)OC(=O)CCC","DB07898"
"[H][C@@](C)(NC(C)=O)C(=O)N[C@@]([H])(CC1=CC=CC=C1)C(=O)CCCl","DB07899"
"[H][C@@](O)(C(=O)NO)[C@@]([H])(CC(C)C)C=O","DB07900"
"CC1=C(Cl)C(NCCC2=CC=CC=C2)=NC(=N1)C1=NC=CC=C1","DB07901"
"CC(C)(C)OC(=O)NC1=C(N=CC=C1)C(=O)NC1=NC=CS1","DB07902"
"CC(C)(C)C(=O)NC1=C(N=CC=C1)C(=O)NC1=NC=CS1","DB07903"
"[H][C@@]12C[C@]([H])(O)[C@]([H])(O)C(=O)C=C/C[C@]([H])(C)OC(=O)C3=C(O)C=C(OC)C=C3[C@@]1([H])O2","DB07905"
"[H][C@]1(CO)CC2=CC=C(C=C2CN1)[N+]([O-])=O","DB07906"
"[H][C@](O)(CCCCCC)C(O)=O","DB07907"
"CC1=C(CCO)C(=O)OC2=CC(O)=CC=C12","DB07908"
"[H][C@]1(O)C[C@]([H])(CC[C@]1([H])C1=CC=C(C=C1)C(=O)NCCCC(O)=O)C1=CC=CC=C1","DB07909"
"[H][C@](N)(CC1=CC=CC=C1)C(O)O","DB07910"
"[O-]C(=O)C(=O)C=CCC(=O)C1=CC=CC=C1","DB07911"
"CCCCCC(=O)CP(O)(O)=O","DB07912"
"[H][C@](N)(CCC1=CC=CC=C1)C(C)=O","DB07913"
"OC(=O)C(O)=C/C=C/C(=O)C1=CC=CC=C1","DB07914"
"OC(=O)C(O)=C/C=C/C(=O)C1=CC=CC=C1","DB07915"
"[H][C@@](CC(O)=O)(NC(=O)[C@@]([H])(CCCCNC(=O)C1=NC2=C(C=CC=C2O)C=C1)C1=CC=CS1)C=O","DB07916"
"C(CN1CCC(CC1)OC(C1=CC=CC=C1)C1=CC=CC=C1)CC1=NN=NN1","DB07917"
"CCCCCCCC1=[N+]([O-])C2=CC=CC=C2C(O)=C1","DB07918"
"COC1=CC=C2C(NC3=C2C=CN=C3C)=C1","DB07919"
"O=NC(=O)CNS(=O)(=O)C1=CC=C(C=C1)C1=CC=CC=C1","DB07920"
"FC1=CC=C(C=C1)S(=O)(=O)NCC(=O)N=O","DB07921"
"O=NC(=O)CNS(=O)(=O)C1=CC=CC=C1","DB07922"
"[H][C@]1(O)[C@@]([H])(O)[C@]([H])(CO)O[C@@]([H])(OCCCCCCCC)[C@]1([H])O","DB07923"
"[H][C@]1(O)[C@@]([H])(O)[C@@]([H])(CO)O[C@@]([H])(OCCCCCCCC)[C@]1([H])O","DB07924"
"OC1=CC=CC=C1[S@@](=O)CCCCP(O)(O)=O","DB07925"
"[H][C@@](CC(C)C)(CC(=O)NO)C(=O)N[C@@]([H])(CC1=CC=C(OC)C=C1)C(=O)NC","DB07926"
"OC(=O)C1=C(C=CS1)S(=O)(=O)NC1=C(O)C=C(C=C1)C(O)=O","DB07927"
"[H][C@@]1(CCOC1=O)NC(=O)CCCCCCC","DB07928"
"CC1=CC(=CC(C)=C1)C(=O)N(NC(=O)C1=C(C)C2=C(OCCO2)C=C1)C(C)(C)C","DB07929"
"[H][C@@](O)(CCCCCCCCC)CC(O)=O","DB07930"
"[H][C@](CC)(C1=CC=C(O)C=C1)[C@]([H])(CC)C1=CC=C(O)C=C1","DB07931"
"[H][C@]12O[C@]([H])(C(C(=O)OC)=C1C(=O)OC)C(=C2C1=CC=C(O)C=C1)C1=CC=C(O)C=C1","DB07932"
"[H][C@@]12CCC[C@]1([H])[C@@]([H])(OC1=C2C=C(O)C=C1)C1=CC=C(O)C=C1","DB07933"
"[H][C@](CCNC1=CC=[NH+]C=C1)(NC(=O)CNS(=O)(=O)C1CCCCC1)C(=O)N1CCCCC1","DB07934"
"CC1=NNC2=C1C(OC1=CC(=CC(=C1)C#N)C#N)=C(F)C=C2","DB07935"
"[H][C@@]1(CCN(C1)C(=O)C1=CC=C(NC2=NC(C3=CN=C(C)N3C(C)C)=C(F)C=N2)C=C1)N(C)C","DB07936"
"CCCCOC1=NC(NCCN2CCOCC2)=C2N=CN(CC3=C(F)C=CC=C3F)C2=N1","DB07937"
"[H][C@@]1(CCC2=C(O1)C(OC)=C(OC)C=C2CC1=CN=C(N)N=C1N)C1CC1","DB07938"
"[H][C@](C)(NC(=O)CCS)C(O)=O","DB07939"
"IC1=CC=CC(CNC2=C3CCCCC3=NC3=C2C=CC=C3)=C1","DB07940"
"CNC(=O)C1=CC=C(C)C(=C1)N1C(C)=CC(OCC2=C(F)C=C(F)C=C2)=C(Br)C1=O","DB07941"
"FC1=CC=C(C=C1)C1=CNN=C1C1=CC(F)=NC=C1","DB07942"
"OCC(=O)N1CCC(CC1)C1=NNC(=C1C1=NC=NC=C1)C1=CC=C(Cl)C=C1","DB07943"
"CC1=CC(OCCNC2=CC=[NH+]C=C2)=CC(NS(=O)(=O)C2=CC=CC=C2)=C1","DB07944"
"NC(=N)NOCCNC(=O)CC1=C(Cl)C=CC(NCC(F)(F)C2=CC=CC=C2)=C1F","DB07946"
"ClC1=CC=C(COCCNCCNS(=O)(=O)C2=CC=CC3=CN=CC=C23)C=C1","DB07947"
"OC(=O)CON=C1/C2=CC=CCC2=N/C/1=C1C(=O)N=C2CC=CC=C12","DB07949"
"OC(=O)CC1=CNC2=C1C=CC=C2","DB07950"
"[H][C@@](CC(O)=O)(NC(=O)CC1=CNC2=CC=CC=C12)C(O)=O","DB07951"
"OC(=O)CNC(=O)CC1=CNC2=C1C=CC=C2","DB07952"
"[H][C@](NC(=O)CC1=CNC2=CC=CC=C12)(C(C)C)C(O)=O","DB07953"
"CC(C)CN1C2=C(N=CN2)C(=O)N(C)C1=O","DB07954"
"NC1=CC(C=O)=C(CC(=O)OCCBr)C=C1","DB07955"
"[H][C@](NC(=O)OC(C)(C)C)(C(C)C)C(=O)NC1=CC=CC(Cl)=C1C=O","DB07956"
"[H][C@](OC(C)=O)(C(=O)OC)C1=CC=C(N)C=C1C(O)=O","DB07957"
"CCCC1=CC2=C(NC(CC(N)=O)=C2)C(CC(O)=O)=C1","DB07958"
"N1N=C(C2=NC3=CC=CC=C3N2)C2=C1C=CC=C2","DB07959"
"[H][C@]1(O)C=C(O[C@@]([H])(OCC(C)C)[C@]1([H])NC(C)=O)C(O)=O","DB07960"
"ClC1=CC=CC(Cl)=C1CC(=N)NC(=S)NC1=CC=C(C=C1)C#N","DB07961"
"[H][C@]1(N(CCSC1(C)C)S(=O)(=O)C1=CC=C(OCC#CC)C=C1)C(=O)NO","DB07964"
"CN1CCN(CCN2C=NC3=C(NC4CCCCC4)N=C(N=C23)C#N)CC1","DB07965"
"N#CCC1=CC=C(NC2=NC3=CC=CC=C3C(NC3=NNC(=C3)C3CC3)=N2)C=C1","DB07966"
"N#CC1=NC2=C(N=CN2C2CCCC2)C(NC2=CC=CC=C2OCCCN2C=CN=C2)=N1","DB07967"
"COC1=CC=C(O)C=C1NC(=O)NC(=O)C1=CC=C(F)C=C1Cl","DB07968"
"CN1CCN(CC1)C1=NC2=C(C=C(C=C2N=C1)C(F)(F)F)C1=CC(O)=CC=C1","DB07969"
"CC1=C(NC2=CC(=CN=C2)C(N)=O)C=C(C=C1)C(=O)NC1=CC=CC(=C1)C(F)(F)F","DB07970"
"NC1=CC=C(SC2=CC=C(C=C2)N2C(=O)C3=C(C=C(N)C=C3)C2=O)C=C1","DB07971"
"CC1=CC=CC(=C1)N1C=NC2=CC(N)=CC=C12","DB07972"
"COC1=CC(CN2C(=CC3=C2C=CC=C3)C(=O)NC2CCN(CC2)C(C)C)=CC=C1","DB07973"
"CC(C)N1CCC(CC1)NC(=O)C1=CC2=C(C=CC=C2)N1CC(=O)NC1=CC=C(Cl)C=C1","DB07974"
"OC(=O)C1=C(CCC1)C(=O)NC1=C(F)C=C(C=C1F)C1=CC=CC(OC(F)(F)F)=C1","DB07975"
"COC1=CC=CC(=C1)C1=CC=C(NC(=O)C2=C(SC=C2)C(O)=O)C(F)=C1","DB07976"
"OC(=O)C1=C(C=CS1)C(=O)NC1=C(F)C=C(C=C1F)C1=CC(OC(F)(F)F)=CC=C1","DB07977"
"OC(=O)C1=C(C=CC1)C(=O)NC1=C(F)C(F)=C(C(F)=C1F)C1=CC(OC(F)(F)F)=CC=C1","DB07978"
"OC(=O)C(=N)CC1=CC(O)=C(O)C=C1","DB07979"
"[O-][N+](=O)N=C1/NCCN1CC1=CN=C(Cl)C=C1","DB07980"
"[H][C@@](CC)(CO)NC(=O)CC1=C(C)N(C(=O)C2=CC=C(Cl)C=C2)C2=CC=C(OC)C=C12","DB07981"
"CC(C)N1C(C)=NC=C1C1=NC(NC2=CC=C(C=C2)N2CCN(CC2)C(=O)CO)=NC=C1","DB07982"
"COC1=CC=C2N(C(=O)C3=CC=C(I)C=C3)C(C)=C(CC(O)=O)C2=C1","DB07983"
"[H][C@](CC)(CO)NC(=O)CC1=C(C)N(C(=O)C2=CC=C(Cl)C=C2)C2=C1C=C(OC)C=C2","DB07984"
"[H][C@](CCC1=CC=C(C=C1)C(N)=N)(CC(=O)OC)C1=CC=CC(=C1)C(N)=N","DB07985"
"OC(=O)CNS(=O)(=O)C1=CC=C(C=C1)N1CCC(CC1)C1=CC=CC=C1","DB07986"
"[H][C@](CC(=O)NC1=NN=C(S)S1)(NC(=O)OCC1=CC=CC=C1)C1=CC=CC=C1","DB07987"
"[H][C@@](CC1=C(F)C(F)=C(F)C(F)=C1F)(NC(=O)NC1=NN=C(S)S1)C(=O)NC","DB07988"
"[H][C@](CC(C)C)(N(O)C(C)=O)C(=O)OC","DB07989"
"[H][C@@](CC)(COC1=CC=CC=C1)O[P@](C)(Cl)=O","DB07990"
"[H][C@@](C)(CCC1=CC=C(O)C=C1)NC(=O)CC1=C(NC2=C1C=CC=C2)C1=CC=CC=C1","DB07991"
"NC1=NC=CC=C1NCC1=CC=CC(=C1)C1=CC2=C(C=CN2)C=C1","DB07993"
"NC1=NC=CC=C1NCC1=C(OCC2=NC=CC=C2)C=CC(=C1)C1=CC2=C(C=CN2)C=C1","DB07994"
"BrC1=CC=C(C=CCNCCNS(=O)(=O)C2=CC=CC3=C2C=CN=C3)C=C1","DB07995"
"[H][C@]1(C)CNCCN1S(=O)(=O)C1=CC=CC2=C1C=CN=C2","DB07996"
"CNCCNS(=O)(=O)C1=CC=CC2=C1C=CN=C2","DB07997"
"OC(=O)COC(=O)C1=C2C(C(=O)N(CC(O)=O)S2(=O)=O)=C2C=CC=CC2=C1","DB07999"
"OC(=O)CN1C(=O)C2=C(C(=CC3=CC=CC=C23)C(O)=O)S1(=O)=O","DB08000"
"COC(=O)C1=C(O)C=CC=C1OCC=CC1=CC(=CC=C1)C1=C(CO)C(=NO1)C(O)=O","DB08001"
"[H][C@@](CC1=CC=C(C=C1)[C@]1([H])CC(=O)NS1(=O)=O)(NC(=O)[C@]([H])(CC1=CC=CC=C1)NC(C)=O)C(N)=O","DB08003"
"[H][C@](CO)(NC1=NN2C(C=C1)=NC=C2C1=CC(N)=CC=C1)C(C)C","DB08004"
"CCNC(=O)N1CCC(CC1)NC1=NC(C2=CNC3=CC=CC=C23)=C(Cl)C=N1","DB08005"
"CC1=NC2=NC=NN2C(NC2=CC3=CC4=CC=CC=C4C=C3C=C2)=C1","DB08006"
"[H][C@@](O)(CNC(=O)NCC1=CC=CC=C1)C(O)=O","DB08007"
"CC1=NC2=NC=NN2C(NC2=CC=C(C=C2)C(F)(F)F)=C1","DB08008"
"CCN(CC)CCNC(=O)C1=C(C)NC(C=C2/C(=O)NC3=C2C=C(Cl)C=C3)=C1C","DB08009"
"ON=C1/C(=O)N(CC2=C3OCOCC3=CC(F)=C2)C2=CC=CC(C=CC3=CC=CC=C3)=C12","DB08010"
"ON=C1C(=O)N(CC2=C3OCOCC3=CC(F)=C2)C2=CC=C(F)C=C12","DB08011"
"CCOC(=O)C1=CC=C(OCCC2CCN(CC2)C2=NN=C(C)C=C2)C=C1","DB08012"
"CCOC(=O)C1=CC=C(OCCCC2CCN(CC2)C2=NN=C(C)C=C2)C=C1","DB08013"
"CCOC(=O)C1=CC=C(OCCCCC2CCN(CC2)C2=NN=C(C)C=C2)C=C1","DB08014"
"ON=C1/C(=O)N(CC2=CC(F)=CC3=C2OCOC3)C2=CC=CC(=C12)C1=CC=CC=C1","DB08015"
"OP(O)(=O)OCCCCC1=C(Cl)NC(=O)NC1=O","DB08016"
"COC1=NN=C(C=C1)N1CCN(CC1)C1=CC(C)=CC=C1","DB08017"
"[H][C@]1(CC2=NC(N)=CC(C)=C2)CNC[C@@]1([H])NCCNCC1=CC=C(Cl)C=C1","DB08018"
"[H][C@]1(CC2=NC(N)=CC(C)=C2)CNC[C@]1([H])NCCNCC1=CC(Cl)=CC=C1","DB08019"
"[H][C@@]12CCC[C@]1([H])[C@@]([H])(OC1=C2C=C(O)C=C1COC)C1=CC=C(O)C=C1","DB08020"
"ClC1=C(N2CCN(CC#C)CC2)C(NC(=O)C2=CC=C(Br)O2)=CC=C1","DB08021"
"[H][C@](C#N)(C1=NC2=C(S1)C=CC=C2)C1=NC(NCCC2=CC=CN=C2)=NC=C1","DB08022"
"CN(C1CCCCC1)C1=NC(=CC=N1)C1=CN=C2C=CC=CN12","DB08023"
"[H][C@](N)(CC1=CC=C(C=C1)C1=CC=CC=C1)C(=O)N1CCC[C@@]1([H])CN","DB08024"
"[H][C@@]1(CC[C@@]([H])(CC1)C(=O)NC1=CC(=CC=N1)C1=CC(NC2=CC=C(F)C=C2)=NC=C1)OC","DB08025"
"CNC(=O)CN1CCC(CC1)NC1=NC(=CC=N1)C1=CN=C2C=CC=CN12","DB08026"
"CN(C)CC1=CC=C(CSCCNC(=O)NC2=CC=C(C)C(Cl)=C2)O1","DB08027"
"ClC1=CC=C(C=C1)C1=NNC(SC1)=NCCC=C","DB08028"
"OCCN(CC(=O)NO)S(=O)(=O)C1=CC=C(C=C1)C1=CC=CC=C1","DB08029"
"ONC(=O)CCOC1=CC=C(C=C1)C1=CC=C(C=C1)C#N","DB08030"
"CC(C)(NC(=O)C1=CC=C2C(=C1)N1CCOC3=C(C=CC=C3)C1=C2C1CCCCC1)C(O)=O","DB08031"
"CCN(CC)C(=O)C1=C(NC(=O)C2=CC=CS2)SC2=C1CCCC2","DB08032"
"[H][C@@]1(C)CCC2=C(C1)C(C(=O)N(CC)CC)=C(NC(=O)C1=CC=CS1)S2","DB08033"
"COC1=C(C=NNC(=O)C2=CC(O)=C(O)C=C2)C2=CC=CC=C2C=C1","DB08034"
"CC1=CC=C(C)C(CC2=NN(C3=C2C(N)=NC=N3)C(C)(C)C)=C1","DB08035"
"O=C1NCC2=C3C(NC4=CC=CC=C34)=C3NC4=C(C=CC=C4)C3=C12","DB08036"
"[H][C@@]1(F)CN(C)CC[C@]1([H])N(C)C(=O)N1CC(=C[C@@]1(CO)C1=CC=CC=C1)C1=CC(F)=CC=C1F","DB08037"
"[H][C@@](C)(N)C(=O)N[C@@]([H])(C)C(=O)N[C@@]([H])(CC1=CC=CC=C1)[C@@]([H])(C)O","DB08038"
"CN(C)S(=O)(=O)C1=CC=C2NC(=O)C(=C/C3=CC4=C(CCCC4)N3)C2=C1","DB08039"
"[H][C@@](C)(NC(=O)[C@@]([H])(CC(=O)NO)CC1=CC=CC=C1)C(O)=O","DB08040"
"[H][C@@](CC1=CC=CC=C1)(NC(=O)OCC1=CC=CC=C1)[C@@]([H])(O)C(O)=O","DB08041"
"COC1=CC(NC2=NC(=CC=N2)N(C)C2=CC3=C(C=C2)C(C)=NN3)=CC(OC)=C1OC","DB08042"
"FC(F)(F)C1=CC(NC(=O)NC2=CC=C(OC3=CC=NC=C3)C=C2)=CC=C1","DB08043"
"[H][C@]1(N)CC(=CC[C@]1([H])C1=CC(F)=C(F)C=C1F)C(=O)N1CCN2C(C1)=NN=C2C(F)(F)F","DB08044"
"NCCCOC1=CC=C(C=C1)C1=C(NN=C1)C1=CC(Cl)=C(O)C=C1O","DB08045"
"NS(=O)(=O)C1=CC(=CC=C1Cl)[C@@]1(O)NC(=O)C2=CC=CC=C12","DB08046"
"OC1=CC(O)=C(C=C1)C1=NN(CC=C)C2=C1C=CC=C2C(F)(F)F","DB08047"
"OC1=CC=C2C(NN=C2C2=CC=C(O)C=C2O)=C1","DB08048"
"OC1=CC=C2C(OC(=O)C=C2C2=CC=CC=C2)=C1O","DB08049"
"OC(=O)C(=O)CCCC1=CC=CC=C1","DB08050"
"[H][C@](N)(CC(=O)N1CCCCCN1C(=O)C1=CC=CC=C1)CC1=C(F)C=C(F)C(F)=C1","DB08051"
"NC1=C2C(=NC=N1)N(N=C2C1=CC2=C(NC=C2)N=C1)C1CCCC1","DB08052"
"COC1=C(OC)C=C(C=C1)C1=NN(C2CCC2)C2=NC=NC(N)=C12","DB08053"
"CC(C)N1N=C(C2=C(N)N=CN=C12)C1=CC2=CC=CN=C2C=C1","DB08054"
